ligand,sample,n_pocket_residues_touched,donor_to_centroid,rg_about_donor,centroid_fe_dist,azimuth_about_axis,distal_half_contacts,distal_half_buried_frac,contact_consensus
6AW,pred.model_idx_6,16,8.412324898794557,10.160218467511106,10.132398160732517,155.9405866697424,104,0.5789473684210527,0.8166303558460422
6AW,pred.model_idx_7,18,8.156231057056573,9.833782014592673,9.821691263047342,142.3792015022758,122,0.6842105263157895,0.8703703703703703
6AW,pred.model_idx_8,14,7.499749957143077,9.302241306039608,9.491966833435315,137.3170020624824,80,0.15789473684210525,0.7603939724037763
6AW,pred.model_idx_9,15,8.151227166418536,9.91847095070606,9.986723228610842,-157.9922915985721,124,0.631578947368421,0.7772785039941903
7AW,pred.model_idx_0,14,7.9259526603633566,9.640824817180093,9.670660116322571,145.51962778759662,97,0.3181818181818182,0.8451888162672475
7AW,pred.model_idx_1,18,8.74388127513064,10.676006847131564,10.442094197058696,98.28704882335053,126,0.5,0.786254356429795
7AW,pred.model_idx_2,17,7.546063642868528,9.160364026002945,9.32535694830677,175.386418259174,137,0.5454545454545454,0.8583457554561785
7AW,pred.model_idx_3,17,8.328168819964398,10.120819335519345,9.90253409792129,-50.75960261381823,116,0.5,0.8250227966430237
7AW,pred.model_idx_4,16,7.8888925923308975,9.608906096834216,9.752742270766717,145.18422672611936,92,0.22727272727272727,0.8559005083514888
7AW,pred.model_idx_5,15,7.608374835341757,9.24605221582583,9.30888221667621,-136.91373614061646,101,0.3181818181818182,0.8452700378396973
7AW,pred.model_idx_6,14,8.303611365135646,10.031858091987633,10.118594241015941,167.32435233907174,112,0.45454545454545453,0.8451888162672475
7AW,pred.model_idx_7,17,6.2304857370437965,7.696023172175787,8.113177518878748,46.62592465782225,183,0.6818181818181818,0.6122174122174122
7AW,pred.model_idx_8,14,8.352834636971608,10.108645447228714,10.034293418369124,145.841193242671,103,0.45454545454545453,0.8451888162672475
7AW,pred.model_idx_9,17,8.08754973878269,9.826982396556037,9.783845662880305,-165.22577201988778,123,0.45454545454545453,0.8583457554561785
80K,pred.model_idx_0,11,5.313868183243623,6.745319345047102,7.354015597088589,-98.73173149345271,99,0.4666666666666667,0.7763532763532764
80K,pred.model_idx_1,12,5.476474965705586,6.879605141285363,7.566533965429613,35.12653383080423,121,0.6,0.8087606837606837
80K,pred.model_idx_2,12,5.154606944493656,6.53524869967981,7.262897375397477,-171.40428077115848,106,0.5333333333333333,0.8087606837606837
80K,pred.model_idx_3,13,5.280556012917159,6.773990505356991,7.234731969618656,-10.663372082627504,94,0.6,0.8397435897435898
80K,pred.model_idx_4,12,5.319914077104798,6.741433425713951,7.379856077262694,69.62720690430014,96,0.5333333333333333,0.8087606837606837
80K,pred.model_idx_5,12,5.13763697227518,6.4939324629482655,7.161262164745975,40.473400233621234,96,0.4666666666666667,0.8244301994301995
80K,pred.model_idx_6,13,5.62953795755527,6.834680904524122,7.550680773869923,107.86658756362607,62,0.3333333333333333,0.5882936507936508
80K,pred.model_idx_7,13,5.675785171234018,6.940928465750577,7.632472852446533,133.75951549329866,60,0.26666666666666666,0.5882936507936508
80K,pred.model_idx_8,11,5.435624062914334,6.831670825403305,7.420216148244379,42.24757112439405,99,0.5333333333333333,0.7763532763532764
80K,pred.model_idx_9,12,5.349658611537748,6.818770861868484,7.4475351846544955,160.43794534180358,116,0.5333333333333333,0.8244301994301995
A1A06,pred.model_idx_0,14,5.997481661759863,7.5518031555774465,7.999400826432336,82.30381290624769,113,0.5,0.79880174291939
A1A06,pred.model_idx_1,15,5.975951789564214,7.677415852403184,8.024027465481751,100.29908865325028,125,0.5,0.7694716775599129
A1A06,pred.model_idx_2,15,5.060251819475201,6.691988721507269,7.1218740332018475,143.9878241193736,133,0.55,0.8463870733478578
A1A06,pred.model_idx_3,15,5.555668440247806,7.114068151102896,7.524139079731064,31.09962074731043,109,0.4,0.8463870733478578
A1A06,pred.model_idx_4,15,5.434544379497744,7.00538084130387,7.482184931184062,119.33960665640092,109,0.3,0.7616385735580782
A1A06,pred.model_idx_5,14,5.081857152145523,6.686213042796238,7.267495117682867,171.98628601588717,135,0.6,0.8408769063180829
A1A06,pred.model_idx_6,15,5.350800597680736,6.880195287770483,7.489203380251779,164.6600436595779,112,0.45,0.7829066811909949
A1A06,pred.model_idx_7,14,5.72863148902609,7.202092604101171,7.554906998861832,-9.984032616013662,116,0.45,0.749591503267974
A1A06,pred.model_idx_8,14,6.401643055143963,8.137729909082184,8.333846184092138,55.706144592194754,99,0.45,0.6514806214883615
A1A06,pred.model_idx_9,14,5.275773608857897,6.8089509847108705,7.340302432874807,-80.76280220271418,115,0.45,0.8408769063180829
8AW,pred.model_idx_0,14,6.575807533121164,8.11257678105862,8.35376876273365,-58.589268692366645,88,0.5294117647058824,0.7699891067538126
8AW,pred.model_idx_1,14,6.400167164270965,7.940097509296902,8.21087968068052,3.0622319925016304,94,0.4117647058823529,0.8178376906318083
8AW,pred.model_idx_2,16,5.99940461107158,7.341343934963718,7.900067086617761,-69.9125065338845,128,0.6470588235294118,0.713201849940756
8AW,pred.model_idx_3,14,6.46323704542129,8.027652409017222,8.159289187678255,-148.86659392948576,149,0.8235294117647058,0.7430555555555556
8AW,pred.model_idx_4,15,6.106107168187254,7.591425467497618,8.010185288080905,91.88134908747861,89,0.4117647058823529,0.8356753812636166
8AW,pred.model_idx_5,14,5.926176934343868,7.46593976923558,7.756317081596365,-16.92446583982796,96,0.47058823529411764,0.8048747276688454
8AW,pred.model_idx_6,14,6.250346693404703,7.806006138133087,8.097212985380356,-65.19719472646794,86,0.4117647058823529,0.7222523219814242
8AW,pred.model_idx_7,13,5.65393596904323,7.176486703115947,7.654879080824255,103.26526842419375,71,0.29411764705882354,0.691348946986202
8AW,pred.model_idx_8,15,6.373103118511709,7.902126507646985,8.175269354359314,73.41046983643798,95,0.5294117647058824,0.7995551924473493
8AW,pred.model_idx_9,15,6.210820064489825,7.671766738223621,8.116013390771585,139.39431677326442,95,0.4117647058823529,0.8228395061728395
A1A08,pred.model_idx_0,14,6.09171547875216,7.338592773270084,7.974177777728901,40.40508852167152,93,0.4444444444444444,0.8225749559082892
A1A08,pred.model_idx_1,13,5.844140928182578,7.353675504972492,7.923405403515507,-134.13819502990847,129,0.6666666666666666,0.8567307692307692
A1A08,pred.model_idx_2,13,5.512338702472988,6.859707707901106,7.534616466357522,84.61945412379423,115,0.5,0.8567307692307692
A1A08,pred.model_idx_3,14,5.916311425653467,7.269981638699442,7.8300185974663625,20.247392884470653,110,0.4444444444444444,0.875599128540305
A1A08,pred.model_idx_4,12,5.64144292461877,7.034053316122509,7.75720635150563,74.14019788960071,92,0.5,0.8063186813186812
A1A08,pred.model_idx_5,14,6.081247652853784,7.465074464247277,8.024968496305204,48.61655533167216,130,0.7222222222222222,0.8225749559082892
A1A08,pred.model_idx_6,14,5.837552218113042,7.157086331514854,7.859586826824022,40.88162217448383,100,0.5,0.875599128540305
A1A08,pred.model_idx_7,14,6.029930366693559,7.647398347574583,8.036716923150198,93.68475000215038,90,0.3888888888888889,0.635303195352215
A1A08,pred.model_idx_8,12,5.641365490186231,6.9450114139964185,7.71952805932649,97.18353613752686,89,0.3888888888888889,0.8368437118437118
A1A08,pred.model_idx_9,13,5.92149340480678,7.290335201576903,7.861145837147402,41.431412866533606,116,0.4444444444444444,0.825595238095238
A1A07,pred.model_idx_0,14,6.015240288737433,7.5721776887497825,8.004100285556772,76.83692170133305,107,0.5,0.797004357298475
A1A07,pred.model_idx_1,14,5.321059413018707,6.820927574384587,7.386896941671448,-26.280514145366258,135,0.5,0.8403478057889824
A1A07,pred.model_idx_2,16,5.18326783204862,6.768670356872168,7.252735981596876,118.54934699223328,131,0.5,0.8338779956427015
A1A07,pred.model_idx_3,15,5.364924599183079,6.937177392036973,7.394169692414405,-68.63515804464653,110,0.4,0.8677832244008715
A1A07,pred.model_idx_4,14,5.161861206120327,6.7719064708544225,7.261894588277221,172.90499995106663,105,0.4,0.8403478057889824
A1A07,pred.model_idx_5,14,5.033470071245582,6.641316388713912,7.215616613160998,-128.26585468093518,137,0.65,0.8514589169000935
A1A07,pred.model_idx_6,14,5.394238085737874,6.919221085136679,7.5527011079232445,178.0674267585479,123,0.5,0.7859749455337691
A1A07,pred.model_idx_7,15,5.334953407950249,6.860871303996308,7.234137472083315,14.566521760542852,123,0.4,0.8018790849673203
A1A07,pred.model_idx_8,14,6.460857596809421,8.10127378873224,8.315216535740365,19.91047793599583,95,0.35,0.679057734204793
A1A07,pred.model_idx_9,13,5.311826673741812,6.870172375930607,7.389907134861371,98.53307174313649,127,0.6,0.8225684718331778
A1A4K,pred.model_idx_0,14,6.351181072968501,7.92998762572717,8.25765378009189,-47.54327974020779,110,0.42857142857142855,0.6617360394450178
A1A4K,pred.model_idx_1,15,6.991728543845755,8.985156489429379,9.050840497171855,-82.88676643798685,159,0.5714285714285714,0.7785469938462715
A1A4K,pred.model_idx_2,17,6.15261624315044,7.770868939170667,7.922109510767629,-48.57438197844648,140,0.5238095238095238,0.7878492527615334
A1A4K,pred.model_idx_3,16,6.77058689710975,8.442591327642326,8.552571979597596,-23.836803216277687,134,0.6190476190476191,0.8786764705882353
A1A4K,pred.model_idx_4,16,7.07471851775478,8.646597813254994,8.693275993594776,29.700441013081893,131,0.38095238095238093,0.8786764705882353
A1A4K,pred.model_idx_5,16,6.338249027445217,7.906128310397265,8.213086720478255,-149.86115371126294,146,0.5714285714285714,0.8786764705882353
A1A4K,pred.model_idx_6,15,6.569375902924193,8.538275615624745,8.701731568418138,-119.11494164656666,157,0.7619047619047619,0.7778207774337805
A1A4K,pred.model_idx_7,16,7.15317462269736,8.73716209447417,8.728448366145953,1.3940230383846468,158,0.6666666666666666,0.8188663379581853
A1A4K,pred.model_idx_8,15,6.859900984452722,8.46772678371952,8.574543132733082,32.968744771541864,135,0.5238095238095238,0.8368282498184458
A1A4K,pred.model_idx_9,17,7.42339858775971,9.107597137989085,8.946025484249745,31.15888533513588,155,0.7619047619047619,0.858120246149142
A1A4S,pred.model_idx_0,14,5.371680480837315,6.860610492757429,7.362684341462572,-65.19248736881721,103,0.3333333333333333,0.6204372587241525
A1A4S,pred.model_idx_1,16,7.136399870698983,9.222257207430294,9.164760078964896,-94.9338234981628,136,0.5238095238095238,0.7653795436303176
A1A4S,pred.model_idx_2,15,6.284568575824466,7.8954756106929755,8.047559943323392,-37.125434181127616,142,0.5714285714285714,0.7349286205710355
A1A4S,pred.model_idx_3,14,7.130629568891713,8.71077809383295,8.715991097440243,-29.202074506012195,125,0.42857142857142855,0.7771332607116921
A1A4S,pred.model_idx_4,16,6.994442193895201,8.64243749099259,8.65641631469197,29.953621252681735,130,0.47619047619047616,0.7985107785804381
A1A4S,pred.model_idx_5,17,6.952678869880809,8.488187805078638,8.389674083633514,-41.29091321830967,149,0.6190476190476191,0.7798608722241333
A1A4S,pred.model_idx_6,14,7.44375031676538,8.872474373025824,9.318605371194714,143.25547282898904,123,0.47619047619047616,0.6831880900508351
A1A4S,pred.model_idx_7,17,7.54588227569143,9.060205929016762,9.227397295142525,-125.7019408053266,127,0.6190476190476191,0.7583801551809807
A1A4S,pred.model_idx_8,14,7.391881131071824,9.003636692496881,8.902584717703936,10.618435953624733,113,0.5714285714285714,0.7384259259259259
A1A4S,pred.model_idx_9,15,7.228415291501812,8.916397958122946,8.96670671920979,83.79022727589502,164,0.7142857142857143,0.8054103122730574
A1A4T,pred.model_idx_0,16,7.518423673218756,9.381073529087145,9.274631013522475,66.06560246855867,120,0.42857142857142855,0.8113557313763712
A1A4T,pred.model_idx_1,16,7.627467600824175,9.463673453398428,9.509169989296828,84.20591135417482,118,0.38095238095238093,0.7917072774528914
A1A4T,pred.model_idx_2,17,6.403440871061694,8.312427755237726,8.375348151784614,175.45708473087345,144,0.5714285714285714,0.7192982456140351
A1A4T,pred.model_idx_3,16,7.475664680360959,9.398953576094597,9.180639585774728,37.24513714360272,130,0.5238095238095238,0.7661392042196995
A1A4T,pred.model_idx_4,15,7.590383723949552,9.572815375285492,9.532566437783256,109.68224373720993,85,0.3333333333333333,0.8107637694454
A1A4T,pred.model_idx_5,17,6.713026835505211,8.5316361077122,8.602925264592654,-63.07627317472601,121,0.47619047619047616,0.8279058211978748
A1A4T,pred.model_idx_6,15,6.601054579775142,8.343394853081005,8.679128711632139,48.98950989807922,162,0.5714285714285714,0.7177311470397126
A1A4T,pred.model_idx_7,15,6.783095356228008,8.68064199613809,8.803547213590356,154.8750139106865,142,0.6666666666666666,0.7721018231854144
A1A4T,pred.model_idx_8,14,7.8238926667132125,9.72487526194887,9.602607685791684,83.06794324495924,132,0.5238095238095238,0.7703751481099261
A1A4T,pred.model_idx_9,17,7.371684576096142,9.249610048348613,9.32143479828916,128.6209608410871,146,0.5714285714285714,0.8382639605549822
A1A4U,pred.model_idx_0,13,6.503200707103772,7.763742710510183,8.384842797385947,54.48320787850977,97,0.5,0.7328946108357873
A1A4U,pred.model_idx_1,13,6.152215465484771,7.5360800486725195,8.329020841836693,62.75265485695793,91,0.3,0.8081555699202758
A1A4U,pred.model_idx_2,14,5.597132616907518,6.995764940304956,7.555592834533239,-90.9311274745056,116,0.5,0.7766677041186845
A1A4U,pred.model_idx_3,14,6.5978556147054315,7.940000642317354,8.510272117417868,22.480809543412636,125,0.55,0.7848583877995643
A1A4U,pred.model_idx_4,13,6.043973204358206,7.399039177487844,8.074101398607773,50.99786918261658,93,0.35,0.8326770451770451
A1A4U,pred.model_idx_5,15,5.995163957203339,7.627325045518908,7.931488805624704,75.72698101097708,136,0.65,0.7771786492374728
A1A4U,pred.model_idx_6,12,6.103653528266903,7.50956538522703,7.952091211947018,39.46267718192605,101,0.4,0.8290700040700041
A1A4U,pred.model_idx_7,14,6.5930311169256575,8.16969726489299,8.588346334350403,89.95730645616857,131,0.55,0.6406499636891794
A1A4U,pred.model_idx_8,10,6.291875308185151,7.628227130205288,8.33014963813676,64.55282131868636,91,0.35,0.7278388278388279
A1A4U,pred.model_idx_9,14,5.989949537506557,7.43144295376073,7.888107926611743,38.1083787293911,119,0.5,0.8097222222222222
A1A4V,pred.model_idx_0,14,6.247967852258494,7.849307012813001,8.26884031851433,-65.57479382553078,104,0.38095238095238093,0.7730184666459177
A1A4V,pred.model_idx_1,15,7.073149487022402,9.05871178530934,9.04569023633972,-70.14805088114515,149,0.5714285714285714,0.7975671750181553
A1A4V,pred.model_idx_2,16,6.049625925394833,7.698762864977904,7.841804132118553,-35.0405067778691,144,0.47619047619047616,0.7817170240415855
A1A4V,pred.model_idx_3,16,6.997842698209247,8.59399882422017,8.726620729647475,-11.782347780653852,142,0.47619047619047616,0.8891158315177923
A1A4V,pred.model_idx_4,16,7.034051009490216,8.610717623984659,8.674339442683866,29.678499481029753,129,0.38095238095238093,0.8891158315177923
A1A4V,pred.model_idx_5,16,6.385697108998713,7.938714252115654,8.21947223652129,-138.81723844853687,148,0.5714285714285714,0.8891158315177923
A1A4V,pred.model_idx_6,17,6.828678736681407,8.847865703751832,8.897558677993624,-124.95865136383817,160,0.6666666666666666,0.856018040744563
A1A4V,pred.model_idx_7,16,7.0856859329648945,8.675404462121369,8.662658484803469,5.317428331981319,155,0.7619047619047619,0.8151779230210603
A1A4V,pred.model_idx_8,13,6.199531980538345,7.845321476508623,8.23887242149784,31.283916427838886,95,0.3333333333333333,0.801295518207283
A1A4V,pred.model_idx_9,16,6.984031287933028,8.676994555237885,8.713605377912764,81.91924783534475,166,0.7142857142857143,0.8891158315177923
A1ASP,pred.model_idx_0,11,4.381952994314144,5.70166385297377,6.175521221084987,-72.66266273874842,55,0.38461538461538464,0.8475783475783475
A1ASP,pred.model_idx_1,13,4.402202524651421,5.698048714590474,6.26034629715921,-21.27683778179217,83,0.6153846153846154,0.8424908424908426
A1ASP,pred.model_idx_2,12,4.203764780337069,5.532304520513337,6.018603423931188,-60.537518919178645,86,0.6923076923076923,0.8874643874643874
A1ASP,pred.model_idx_3,11,4.340246214520867,5.674794814996194,6.198534750149955,174.57220660039368,56,0.38461538461538464,0.7574277574277574
A1ASP,pred.model_idx_4,11,4.090041821193571,5.462738595387707,6.038866114202754,65.9522147895511,78,0.5384615384615384,0.8311965811965812
A1ASP,pred.model_idx_5,12,4.270978414642621,5.577627624992271,5.994846466491426,-65.38090692480246,74,0.5384615384615384,0.8874643874643875
A1ASP,pred.model_idx_6,12,3.9118727687862744,5.375874068465518,5.954801903759499,-79.92897629914931,87,0.6153846153846154,0.8874643874643874
A1ASP,pred.model_idx_7,10,4.209444948406932,5.5595010256178705,6.136254746352223,121.61259207669858,67,0.5384615384615384,0.655982905982906
A1ASP,pred.model_idx_8,11,4.530836533480937,5.794413043221481,6.347310133138484,136.57017469615982,48,0.3076923076923077,0.7574277574277574
A1ASP,pred.model_idx_9,12,3.854754881730465,5.2585658837601486,5.9267962001594805,-105.9732772147544,79,0.5384615384615384,0.8874643874643874
A1ASO,pred.model_idx_0,12,2.1131021283107168,4.494784955269568,7.383121897789069,2.07849170131485,91,0.47058823529411764,0.8695156695156695
A1ASO,pred.model_idx_1,13,6.200826421509361,7.412531876729395,7.488594473734142,34.38747161970481,110,0.5294117647058824,0.8407000407000407
A1ASO,pred.model_idx_2,12,2.1501441639121626,4.545127494490829,7.203931294930297,-1.866647879769587,104,0.4117647058823529,0.8695156695156696
A1ASO,pred.model_idx_3,11,2.075242911949975,4.61303648880635,7.323480048853246,21.788845270036852,99,0.47058823529411764,0.8642450142450141
A1ASO,pred.model_idx_4,12,2.323267292177044,4.568275331019355,7.922819126478885,17.310584796885124,87,0.4117647058823529,0.6939716057363117
A1ASO,pred.model_idx_5,11,4.867802497162769,6.4037016432134095,7.201343892445802,-140.61569484457266,102,0.4117647058823529,0.7678876678876678
A1ASO,pred.model_idx_6,12,4.977128650083396,6.532029283371556,7.1653456802256255,-97.70571119347474,82,0.35294117647058826,0.8695156695156695
A1ASO,pred.model_idx_7,15,5.288537926464551,6.742849672496218,7.248394632785604,-156.32970796403734,83,0.4117647058823529,0.7690631808278867
A1ASO,pred.model_idx_8,11,2.1104853830110057,4.520376090548218,7.418584003078124,-7.86014583354842,82,0.4117647058823529,0.8642450142450141
A1ASO,pred.model_idx_9,13,5.02800390322691,6.56907087171748,7.2229295965520395,-125.17950247025536,79,0.35294117647058826,0.8095645095645095
A1ASQ,pred.model_idx_0,11,4.289625636528478,5.616902007610858,6.109381635945963,-86.88053193998502,59,0.35714285714285715,0.8253690753690753
A1ASQ,pred.model_idx_1,13,4.52685145584835,5.814394431679266,6.3524857982999094,42.90857244820568,67,0.42857142857142855,0.8211233211233212
A1ASQ,pred.model_idx_2,13,4.2336170456880975,5.567966193837233,6.093215712422484,-105.65345018667297,65,0.35714285714285715,0.8211233211233212
A1ASQ,pred.model_idx_3,12,4.004023203929023,5.44786737763372,5.841750076857036,-84.09800073610947,68,0.42857142857142855,0.8305860805860805
A1ASQ,pred.model_idx_4,12,4.163663436873978,5.559978028605098,5.991595506671093,-40.4135968292077,66,0.2857142857142857,0.8647741147741148
A1ASQ,pred.model_idx_5,11,4.120395752769238,5.466369090695787,5.914611641834524,-79.6663348864076,73,0.5,0.8581326081326082
A1ASQ,pred.model_idx_6,12,4.280042126199323,5.688046846552113,6.200646927242877,-150.8668833668229,70,0.5,0.7985347985347986
A1ASQ,pred.model_idx_7,12,4.345637281680165,5.682506856887321,6.128831620038661,111.29275516095252,69,0.35714285714285715,0.8647741147741148
A1ASQ,pred.model_idx_8,10,4.2759295426938015,5.6144492288075005,6.138027779792969,-152.45124637452662,54,0.35714285714285715,0.8202538202538201
A1ASQ,pred.model_idx_9,12,4.294072723219288,5.61631488547937,6.107531707023379,-103.26470105726393,69,0.5,0.8647741147741148
A1APA,pred.model_idx_0,17,9.321524489350203,11.334138127471032,11.106627577212127,-105.74199750827906,144,0.4444444444444444,0.7931066773688032
A1APA,pred.model_idx_1,16,9.535748221887708,11.497181425124255,11.246742157230893,74.98427748250396,131,0.37037037037037035,0.8309826854718495
A1APA,pred.model_idx_2,17,8.796261689970914,10.687518792706024,10.561252953161956,130.40094339225297,152,0.37037037037037035,0.8363872644574398
A1APA,pred.model_idx_3,18,8.195431994437252,10.11891545205937,9.903331054895276,-34.08181546184177,188,0.5925925925925926,0.8499025341130604
A1APA,pred.model_idx_4,17,9.118961703791316,10.934580481884744,10.97335143611093,138.0526579563612,111,0.25925925925925924,0.856362037992585
A1APA,pred.model_idx_5,17,7.858464247520699,9.725021002548013,9.556746840918874,-107.54701969307933,170,0.5925925925925926,0.866796621182586
A1APA,pred.model_idx_6,17,7.920818609533383,9.845974896711176,9.825650019056358,-168.32961749526427,143,0.4444444444444444,0.8010071474983756
A1APA,pred.model_idx_7,17,7.392569070882199,9.370654740158729,9.154288445818473,91.33449120178453,160,0.5185185185185185,0.8363872644574398
A1APA,pred.model_idx_8,17,7.8903165966825926,9.790643952263814,9.693065524133427,104.37960570746326,116,0.3333333333333333,0.8222871994801819
A1APA,pred.model_idx_9,17,9.148377989221709,11.031302306349604,10.875502470314851,-125.10540018451816,144,0.5185185185185185,0.855425601039636
A1ASR,pred.model_idx_0,11,4.408883245940106,5.688290286598899,6.204086588645286,-79.1388371336604,55,0.38461538461538464,0.8341195841195841
A1ASR,pred.model_idx_1,12,4.519374983132699,5.705939162904668,6.181602064539542,0.7074073305203813,56,0.23076923076923078,0.8215303215303216
A1ASR,pred.model_idx_2,12,3.894126987411022,5.233849296792797,5.740126143903895,-76.46515496904614,87,0.6923076923076923,0.8706756206756207
A1ASR,pred.model_idx_3,12,4.103597787344157,5.245817282515516,6.048579969418418,125.74640967417608,56,0.38461538461538464,0.7915140415140415
A1ASR,pred.model_idx_4,11,3.977107272553312,5.195499302280773,5.890651063312453,62.42057648451691,66,0.38461538461538464,0.8141025641025641
A1ASR,pred.model_idx_5,12,4.346917233331221,5.484212386478117,5.864750159506538,-43.991806545386275,59,0.3076923076923077,0.8215303215303215
A1ASR,pred.model_idx_6,12,3.866864214330651,5.315393595673145,5.911812946432715,103.0161028989166,82,0.5384615384615384,0.8706756206756207
A1ASR,pred.model_idx_7,12,4.451682034012837,5.75152773684456,6.4260988292059364,162.4769202378588,63,0.38461538461538464,0.7313797313797316
A1ASR,pred.model_idx_8,10,4.458480956486089,5.6432340870761735,6.308933194664033,141.10839352314326,45,0.3076923076923077,0.8075628075628075
A1ASR,pred.model_idx_9,11,3.786774363866989,5.157687712382511,5.93248242291748,-126.26597034717062,66,0.46153846153846156,0.8000610500610501
A1ASS,pred.model_idx_0,12,4.301176868069159,5.4768971391406716,6.077743480441535,-30.221872907139673,55,0.45454545454545453,0.8803418803418803
A1ASS,pred.model_idx_1,12,3.921117353457656,5.203642094288821,5.967077031477537,65.38846892538469,65,0.45454545454545453,0.9131054131054133
A1ASS,pred.model_idx_2,12,3.844312316390334,5.113599595019326,5.832333978819789,-109.46512666025156,70,0.5454545454545454,0.9131054131054133
A1ASS,pred.model_idx_3,11,3.88802425552751,5.1893530337693266,5.803472563335545,-26.488065211402446,71,0.6363636363636364,0.8418803418803419
A1ASS,pred.model_idx_4,12,4.032830204338244,5.300852166410501,5.97426829746654,-86.77435057518197,67,0.5454545454545454,0.9131054131054133
A1ASS,pred.model_idx_5,12,4.254068554273991,5.4679236793902275,6.074828077695179,77.20992204275257,58,0.45454545454545453,0.8803418803418803
A1ASS,pred.model_idx_6,12,4.313970719391659,5.512794382986809,6.228670367709851,165.1379518542236,44,0.36363636363636365,0.8803418803418803
A1ASS,pred.model_idx_7,12,4.368124637550255,5.573217852127505,6.1743501633842115,124.48230992136207,52,0.36363636363636365,0.8803418803418803
A1ASS,pred.model_idx_8,11,4.02635677045331,5.260511883146665,6.001915090374581,-99.14252901213405,53,0.5454545454545454,0.841880341880342
A1ASS,pred.model_idx_9,12,3.883655091246981,5.152758361040495,5.852741824800458,129.13219324387822,71,0.6363636363636364,0.913105413105413
A1AST,pred.model_idx_0,11,5.0968067134966875,6.606047221512812,7.064594763660892,-18.79474879753964,101,0.5,0.6058709808709809
A1AST,pred.model_idx_1,9,4.6595526835157886,5.720949143904607,6.545767699963676,63.906478583526415,50,0.2857142857142857,0.5926980426980427
A1AST,pred.model_idx_2,11,4.968232471571921,6.543298024369231,6.964728737831908,-87.98174600178551,117,0.5714285714285714,0.6927479927479927
A1AST,pred.model_idx_3,12,5.3026010599775955,6.915493053902333,7.215427796533605,22.8928243085123,101,0.5714285714285714,0.6910612535612536
A1AST,pred.model_idx_4,11,5.05514576322978,6.744437747930831,7.14112284900931,0.023044122546733905,114,0.6428571428571429,0.7048562548562549
A1AST,pred.model_idx_5,12,5.089242903829968,6.720253455041707,7.059504523682803,-145.89353345903962,117,0.5,0.6834961334961335
A1AST,pred.model_idx_6,10,5.0213562747538845,6.645029299623677,7.191350264291435,-25.37644314822424,114,0.5,0.7062937062937062
A1AST,pred.model_idx_7,11,5.6338202536565,6.73415313903686,7.1832894081986405,76.97066789373126,48,0.21428571428571427,0.5638468013468014
A1AST,pred.model_idx_8,8,4.979779083519998,6.0254007187429925,6.8632773204793445,109.47885384918789,35,0.07142857142857142,0.5643245643245643
A1AST,pred.model_idx_9,10,5.492497826581273,6.544488335342081,7.108995771204257,64.79281451253901,52,0.14285714285714285,0.6193306693306693
A1ASU,pred.model_idx_0,9,5.314121107389255,6.738397254540578,7.249812493023526,49.58951867824869,26,0.16666666666666666,0.6488233988233989
A1ASU,pred.model_idx_1,7,5.627203899202515,7.019129994522113,7.6080956857284585,57.86591789426538,34,0.25,0.398001998001998
A1ASU,pred.model_idx_2,11,5.337279880388512,6.747774056679729,7.601183215894746,53.08650977440998,35,0.16666666666666666,0.7225182225182225
A1ASU,pred.model_idx_3,11,5.402940783240179,6.818716190017003,7.329524930525851,50.55325034580496,31,0.08333333333333333,0.6614829614829616
A1ASU,pred.model_idx_4,10,4.5947013700566,6.238897104456844,7.671186622681004,-7.295136573394351,71,0.5,0.4596459096459097
A1ASU,pred.model_idx_5,12,4.814901076450066,6.284910090049022,6.288585355706003,39.541016672795244,88,0.75,0.6579772079772082
A1ASU,pred.model_idx_6,11,4.673396379336982,6.294979574232151,7.584419339567137,-58.45240700700496,44,0.25,0.7225182225182225
A1ASU,pred.model_idx_7,9,5.341510274669513,6.760575546504898,7.511785027168974,51.26648255785102,36,0.16666666666666666,0.6087727087727087
A1ASU,pred.model_idx_8,11,4.793427981726648,6.287882400299802,6.5391233920151715,54.19189652500752,60,0.4166666666666667,0.6307488807488807
A1ASU,pred.model_idx_9,11,4.705521977251832,6.2369051171233965,6.424709123252196,-61.35147540775801,91,0.5833333333333334,0.5126577126577128
A1ASV,pred.model_idx_0,11,4.117183279754608,5.307903219813743,5.955676358430136,-0.04126508804050825,70,0.6363636363636364,0.9065656565656565
A1ASV,pred.model_idx_1,12,4.062540122878789,5.270572355498543,6.037484746828088,32.84647936166423,75,0.7272727272727273,0.9280626780626781
A1ASV,pred.model_idx_2,12,4.016430797259372,5.2300492566774865,5.922676735464289,-66.25610937301364,71,0.6363636363636364,0.9280626780626781
A1ASV,pred.model_idx_3,11,4.041148966446086,5.270497074194322,6.006492053369428,113.00596556838381,45,0.45454545454545453,0.7904687904687905
A1ASV,pred.model_idx_4,11,4.095854002817568,5.308174476477509,6.0330417184064835,173.860397496749,65,0.5454545454545454,0.8547008547008548
A1ASV,pred.model_idx_5,12,4.0978838625352045,5.303287449566286,5.930989444198167,-35.58625427486268,75,0.7272727272727273,0.9280626780626781
A1ASV,pred.model_idx_6,12,4.014937012309149,5.2338524617063,6.061969177067713,97.75253908241886,78,0.6363636363636364,0.9280626780626781
A1ASV,pred.model_idx_7,11,4.250191371724454,5.431685553725055,6.068815405295642,107.21778248010153,58,0.5454545454545454,0.9065656565656565
