ligand,sample,n_pocket_residues_touched,donor_to_centroid,rg_about_donor,centroid_fe_dist,azimuth_about_axis,distal_half_contacts,distal_half_buried_frac,contact_consensus
5AW,pred.model_idx_1,16,7.663247233765491,9.238637109912297,9.425792327632319,122.3863165799847,75,0.2222222222222222,0.8968223254213967
5AW,pred.model_idx_2,16,7.068528169383868,8.583668196214408,8.74144451513038,-146.0812229032557,87,0.3888888888888889,0.8453517371861025
5AW,pred.model_idx_3,17,5.69278617400447,7.527562196463183,7.703042092380809,77.10580614768513,112,0.6111111111111112,0.695906432748538
5AW,pred.model_idx_4,15,7.2652864415264995,8.878338956224955,9.145579806461027,165.3605917665362,85,0.3888888888888889,0.8684525857126477
5AW,pred.model_idx_5,15,7.204285565642311,8.79739423951237,8.913198077613984,179.92734554502326,76,0.3888888888888889,0.8692695791767
5AW,pred.model_idx_6,16,7.809766756837338,9.425390450009758,9.559606049583246,173.1291143042898,107,0.5555555555555556,0.8968223254213967
5AW,pred.model_idx_7,16,7.623879401688018,9.193509309966048,9.377273824237303,146.1730551359435,91,0.4444444444444444,0.8968223254213967
5AW,pred.model_idx_8,15,7.75879421160075,9.447343368891051,9.523506565002462,-156.83667095430985,71,0.2777777777777778,0.8550266597867218
5AW,pred.model_idx_9,14,7.207246665353698,8.70657241336619,9.113926443908888,169.0281702980905,98,0.4444444444444444,0.8400828460038987
08Y,pred.model_idx_0,14,6.147984504828086,8.145773883603121,10.851383369402528,-107.2229023597095,103,0.2857142857142857,0.7927832244008715
08Y,pred.model_idx_1,15,6.060298640782302,8.065685199918606,11.011657744857784,-119.93021269747767,101,0.38095238095238093,0.8196713870733479
08Y,pred.model_idx_2,17,5.9716364019360775,7.937133448046153,10.464178607113853,-164.07145619091085,121,0.5238095238095238,0.8529411764705882
08Y,pred.model_idx_3,15,6.071416340631497,8.092860846104957,10.718770795106654,-114.69294168797693,116,0.42857142857142855,0.8467592592592592
08Y,pred.model_idx_4,16,6.257240288507649,8.252993635856528,10.893202651418337,-125.25692093804331,108,0.47619047619047616,0.8615196078431372
08Y,pred.model_idx_5,15,6.1151622318371395,8.100785973925545,10.597450418732864,-127.25877526040065,107,0.38095238095238093,0.8467592592592592
08Y,pred.model_idx_6,14,6.07855169186154,7.99496708255655,11.25044372648145,-110.67341044166056,126,0.5714285714285714,0.7428286129266521
08Y,pred.model_idx_7,16,5.994333146188653,7.983155730574511,10.75984203253795,-121.68968312121623,127,0.5714285714285714,0.8615196078431372
08Y,pred.model_idx_8,14,6.245006584084783,8.234139163716014,10.914265980194228,-117.32980265169736,107,0.42857142857142855,0.8271514161220044
08Y,pred.model_idx_9,15,6.233731973198966,8.237836620499737,11.05443928136163,-126.65281806624195,129,0.42857142857142855,0.8336873638344228
6AW,pred.model_idx_0,15,7.774011211229816,9.427256696186303,9.470127820885303,104.51972658485163,92,0.3157894736842105,0.8232570806100218
6AW,pred.model_idx_1,18,8.53072347581233,10.316264613654855,10.166047923809757,97.93626124693613,112,0.5789473684210527,0.8703703703703702
6AW,pred.model_idx_2,17,7.824255189832657,9.517553447792082,9.576087260619113,175.78652377283777,105,0.47368421052631576,0.8790849673202614
6AW,pred.model_idx_3,16,7.79973435667049,9.525761969798697,9.640060082958357,-179.1047173924842,101,0.47368421052631576,0.8398692810457516
6AW,pred.model_idx_4,14,7.6207531073464265,9.339318634281176,9.47859812402733,177.3345803186453,85,0.3684210526315789,0.7953885257806825
6AW,pred.model_idx_5,16,7.7887887812336,9.436844546775156,9.454141843364729,-163.89275156992153,100,0.47368421052631576,0.8405047204066811
