ligand,sample,mean_rmsd_to_others,cluster_size,in_largest_cluster
MYT,pred.model_idx_9,6.6133240799940465,1,False
NH0,pred.model_idx_0,7.999311524355786,1,True
NH0,pred.model_idx_1,6.992504648183568,1,False
NH0,pred.model_idx_2,10.345464362011121,1,False
NH0,pred.model_idx_3,7.0793954149069656,1,False
NH0,pred.model_idx_4,9.166018507056359,1,False
NH0,pred.model_idx_5,8.831160475010748,1,False
NH0,pred.model_idx_6,7.10768446271956,1,False
NH0,pred.model_idx_7,8.879063121670686,1,False
NH0,pred.model_idx_8,7.627332690576663,1,False
NH0,pred.model_idx_9,7.2847487445920835,1,False
NJ0,pred.model_idx_0,7.412348466715593,1,True
NJ0,pred.model_idx_1,7.199399920935907,1,False
NJ0,pred.model_idx_2,10.176846166619944,1,False
NJ0,pred.model_idx_3,6.998591880905581,1,False
NJ0,pred.model_idx_4,9.942452608278835,1,False
NJ0,pred.model_idx_5,9.67256734072661,1,False
NJ0,pred.model_idx_6,7.341945763249352,1,False
NJ0,pred.model_idx_7,8.651021959343193,1,False
NJ0,pred.model_idx_8,8.086252581805239,1,False
NJ0,pred.model_idx_9,7.528765451032474,1,False
NI6,pred.model_idx_0,7.86086050260345,1,True
NI6,pred.model_idx_1,7.440629433250559,1,False
NI6,pred.model_idx_2,10.428661268302259,1,False
NI6,pred.model_idx_3,7.493869768127248,1,False
NI6,pred.model_idx_4,9.292204212266167,1,False
NI6,pred.model_idx_5,9.716877784260454,1,False
NI6,pred.model_idx_6,6.953450226100873,1,False
NI6,pred.model_idx_7,8.918513828123745,1,False
NI6,pred.model_idx_8,8.033676176865235,1,False
NI6,pred.model_idx_9,7.955467412669768,1,False
NJO,pred.model_idx_0,7.823217623693907,1,True
NJO,pred.model_idx_1,8.319970045159817,1,False
NJO,pred.model_idx_2,10.63089527835763,1,False
NJO,pred.model_idx_3,8.004335501171713,1,False
NJO,pred.model_idx_4,10.292816766047425,1,False
NJO,pred.model_idx_5,10.510074843551154,1,False
NJO,pred.model_idx_6,7.764871857298244,1,False
NJO,pred.model_idx_7,9.503924413052708,1,False
NJO,pred.model_idx_8,8.75124123962779,1,False
NJO,pred.model_idx_9,7.906960766057714,1,False
NXR,pred.model_idx_0,8.114071591249411,1,True
NXR,pred.model_idx_1,9.147611358666314,1,False
NXR,pred.model_idx_2,10.909638049480387,1,False
NXR,pred.model_idx_3,8.016983845589,1,False
NXR,pred.model_idx_4,10.700477472710062,1,False
NXR,pred.model_idx_5,10.475521344106841,1,False
NXR,pred.model_idx_6,7.87075497241745,1,False
NXR,pred.model_idx_7,9.718425622683197,1,False
NXR,pred.model_idx_8,8.725333041049979,1,False
NXR,pred.model_idx_9,8.327768182037333,1,False
NYF,pred.model_idx_0,7.9839629413403355,1,True
NYF,pred.model_idx_1,7.1028532400439754,1,False
NYF,pred.model_idx_2,10.284675978643415,1,False
NYF,pred.model_idx_3,7.280767541493791,1,False
NYF,pred.model_idx_4,10.731049154425158,1,False
NYF,pred.model_idx_5,9.458691744431507,1,False
NYF,pred.model_idx_6,7.5014495932811025,1,False
NYF,pred.model_idx_7,9.701631500723916,1,False
NYF,pred.model_idx_8,8.222097755741837,1,False
NYF,pred.model_idx_9,7.271373037561899,1,False
PG0,pred.model_idx_0,8.027520184635948,2,True
PG0,pred.model_idx_1,7.396169815978591,1,False
PG0,pred.model_idx_2,9.998807654772484,1,False
PG0,pred.model_idx_3,25.229267394279915,1,False
PG0,pred.model_idx_4,8.887093931859548,1,False
PG0,pred.model_idx_5,9.210082977211435,1,False
PG0,pred.model_idx_6,8.307066680599409,1,False
PG0,pred.model_idx_7,8.35921931656821,2,True
PG0,pred.model_idx_8,8.520548986786984,1,False
PG0,pred.model_idx_9,7.857689805470149,1,False
PG4,pred.model_idx_0,7.1437451411648425,1,True
PG4,pred.model_idx_1,5.980215627557136,1,False
PG4,pred.model_idx_2,8.975346030641031,1,False
PG4,pred.model_idx_3,6.092469603148821,1,False
PG4,pred.model_idx_4,8.08382743408217,1,False
PG4,pred.model_idx_5,7.864467519750781,1,False
PG4,pred.model_idx_6,6.230825800679245,1,False
PG4,pred.model_idx_7,7.171223887050023,1,False
PG4,pred.model_idx_8,7.05606338458596,1,False
PG4,pred.model_idx_9,6.269327330372651,1,False
PK9,pred.model_idx_0,7.878169629153188,1,True
PK9,pred.model_idx_1,6.322319451521183,1,False
PK9,pred.model_idx_2,9.553513979870226,1,False
PK9,pred.model_idx_3,6.567302369910222,1,False
PK9,pred.model_idx_4,8.835257081906253,1,False
PK9,pred.model_idx_5,8.494845863888331,1,False
PK9,pred.model_idx_6,6.400175529670362,1,False
PK9,pred.model_idx_7,7.193033077027067,1,False
PK9,pred.model_idx_8,7.57565449375031,1,False
PK9,pred.model_idx_9,7.088501948654862,1,False
QDJ,pred.model_idx_0,8.452324086715173,1,True
QDJ,pred.model_idx_1,8.179183710897709,1,False
QDJ,pred.model_idx_2,10.832386687718921,1,False
QDJ,pred.model_idx_3,7.869785245600403,1,False
QDJ,pred.model_idx_4,9.441326029295187,1,False
QDJ,pred.model_idx_5,9.41761946402963,1,False
QDJ,pred.model_idx_6,7.391602268760731,1,False
QDJ,pred.model_idx_7,9.489669854904712,1,False
QDJ,pred.model_idx_8,8.409821600147724,1,False
QDJ,pred.model_idx_9,7.824292846373883,1,False
PKT,pred.model_idx_0,7.240909074304408,1,True
PKT,pred.model_idx_1,6.708336352539092,1,False
PKT,pred.model_idx_2,10.005721020123497,1,False
PKT,pred.model_idx_3,6.622816697457424,1,False
PKT,pred.model_idx_4,9.741837028701811,1,False
PKT,pred.model_idx_5,9.319770522976004,1,False
PKT,pred.model_idx_6,6.561651202643453,1,False
PKT,pred.model_idx_7,7.577689468002205,1,False
PKT,pred.model_idx_8,7.77448196438029,1,False
PKT,pred.model_idx_9,7.259198089833299,1,False
QDV,pred.model_idx_0,7.984564744498376,1,True
QDV,pred.model_idx_1,7.48613376574413,1,False
QDV,pred.model_idx_2,10.428927848051396,1,False
QDV,pred.model_idx_3,7.211249085313613,1,False
QDV,pred.model_idx_4,9.385631522161258,1,False
QDV,pred.model_idx_5,8.934595313972402,1,False
QDV,pred.model_idx_6,7.180416748060791,1,False
QDV,pred.model_idx_7,8.66761223687681,1,False
QDV,pred.model_idx_8,7.755206132166462,1,False
QDV,pred.model_idx_9,7.882438425632933,1,False
QDY,pred.model_idx_0,7.818712386494898,1,True
QDY,pred.model_idx_1,7.52028252491247,1,False
QDY,pred.model_idx_2,10.0821849660052,1,False
QDY,pred.model_idx_3,7.152652347231509,1,False
QDY,pred.model_idx_4,9.032383291339587,1,False
QDY,pred.model_idx_5,9.0982826326593,1,False
QDY,pred.model_idx_6,7.170216471876224,1,False
QDY,pred.model_idx_7,8.969130178244678,1,False
QDY,pred.model_idx_8,7.710642229488006,1,False
QDY,pred.model_idx_9,7.73165407890998,1,False
QDP,pred.model_idx_0,8.31763538096937,1,True
QDP,pred.model_idx_1,8.319806882835474,1,False
QDP,pred.model_idx_2,10.992625258959746,1,False
QDP,pred.model_idx_3,7.987950162915161,1,False
QDP,pred.model_idx_4,9.83755530708079,1,False
QDP,pred.model_idx_5,9.575091389848234,1,False
QDP,pred.model_idx_6,7.732026841729941,1,False
QDP,pred.model_idx_7,9.727854835707014,1,False
QDP,pred.model_idx_8,8.497086429155694,1,False
QDP,pred.model_idx_9,8.167351807055605,1,False
QE4,pred.model_idx_0,8.049624260908303,1,True
QE4,pred.model_idx_1,7.7479909968639555,1,False
QE4,pred.model_idx_2,10.158867436279644,1,False
QE4,pred.model_idx_3,7.291586633772921,1,False
QE4,pred.model_idx_4,9.558513228131769,1,False
QE4,pred.model_idx_5,8.891144283304772,1,False
QE4,pred.model_idx_6,7.295479211947622,1,False
QE4,pred.model_idx_7,8.814566433171017,1,False
QE4,pred.model_idx_8,7.728231246130865,1,False
QE4,pred.model_idx_9,7.881731573664443,1,False
QEA,pred.model_idx_0,8.135963900278892,1,True
QEA,pred.model_idx_1,7.827049196187051,1,False
QEA,pred.model_idx_2,10.424660824423846,1,False
QEA,pred.model_idx_3,7.3259038870548885,1,False
QEA,pred.model_idx_4,9.399937260493093,1,False
QEA,pred.model_idx_5,8.989239702241466,1,False
QEA,pred.model_idx_6,7.297711095415961,1,False
QEA,pred.model_idx_7,8.582148727209724,1,False
QEA,pred.model_idx_8,7.832965956779849,1,False
QEA,pred.model_idx_9,7.97508716821962,1,False
QES,pred.model_idx_0,8.328869409199488,1,True
QES,pred.model_idx_1,7.42187674215333,1,False
QES,pred.model_idx_2,10.490139605508988,1,False
QES,pred.model_idx_3,8.03908522709277,1,False
QES,pred.model_idx_4,9.342575223596159,1,False
QES,pred.model_idx_5,10.659845884092881,1,False
QES,pred.model_idx_6,7.818696535232359,1,False
QES,pred.model_idx_7,8.559127282810572,1,False
QES,pred.model_idx_8,8.621125163809495,1,False
QES,pred.model_idx_9,7.945890928609905,1,False
RIT,pred.model_idx_0,8.82772109188388,1,True
RIT,pred.model_idx_1,10.45143089882438,1,False
RIT,pred.model_idx_2,11.578005924571634,1,False
RIT,pred.model_idx_3,8.793898892522094,1,False
RIT,pred.model_idx_4,10.605257369550827,1,False
RIT,pred.model_idx_5,11.550613877034714,1,False
RIT,pred.model_idx_6,8.541409120244314,1,False
RIT,pred.model_idx_7,10.894298950117589,1,False
RIT,pred.model_idx_8,9.67213596055418,1,False
RIT,pred.model_idx_9,8.830437431308082,1,False
QEP,pred.model_idx_0,7.99350209612804,1,True
QEP,pred.model_idx_1,7.732359149147395,1,False
QEP,pred.model_idx_2,10.240129977699038,1,False
QEP,pred.model_idx_3,8.00292288929699,1,False
QEP,pred.model_idx_4,9.418141850517644,1,False
QEP,pred.model_idx_5,9.603773057662254,1,False
QEP,pred.model_idx_6,7.289945070189085,1,False
QEP,pred.model_idx_7,8.510719333347511,1,False
QEP,pred.model_idx_8,8.032087161895118,1,False
QEP,pred.model_idx_9,7.870202093945421,1,False
T0K,pred.model_idx_0,7.85893935235684,1,True
T0K,pred.model_idx_1,8.301521444148548,1,False
T0K,pred.model_idx_2,10.650100584706747,1,False
T0K,pred.model_idx_3,7.895379829882875,1,False
T0K,pred.model_idx_4,10.377717109360642,1,False
T0K,pred.model_idx_5,10.521341465507238,1,False
T0K,pred.model_idx_6,7.6091699930735315,1,False
T0K,pred.model_idx_7,9.507757704180156,1,False
T0K,pred.model_idx_8,8.706337096253693,1,False
T0K,pred.model_idx_9,7.680821101509512,1,False
TCI,pred.model_idx_0,8.044320237751847,1,True
TCI,pred.model_idx_1,7.383297950768309,1,False
TCI,pred.model_idx_2,10.614441121621617,1,False
TCI,pred.model_idx_3,7.703802715184397,1,False
TCI,pred.model_idx_4,9.404286039958032,1,False
TCI,pred.model_idx_5,9.001850169950325,1,False
TCI,pred.model_idx_6,7.482284439406289,1,False
TCI,pred.model_idx_7,8.448525525899809,1,False
TCI,pred.model_idx_8,8.565731254838527,1,False
TCI,pred.model_idx_9,7.465397360774467,1,False
X5Y,pred.model_idx_0,7.954196015755057,1,True
X5Y,pred.model_idx_1,7.574822560725337,1,False
X5Y,pred.model_idx_2,10.134685046047329,1,False
X5Y,pred.model_idx_3,7.4044948756496325,1,False
X5Y,pred.model_idx_4,9.245555389030082,1,False
X5Y,pred.model_idx_5,8.906525866747472,1,False
X5Y,pred.model_idx_6,7.127586236403327,1,False
X5Y,pred.model_idx_7,9.543386175147994,1,False
X5Y,pred.model_idx_8,7.816281416099157,1,False
X5Y,pred.model_idx_9,7.451193479730812,1,False
X6J,pred.model_idx_0,7.968394771087786,1,True
X6J,pred.model_idx_1,7.72449557710895,1,False
X6J,pred.model_idx_2,10.15344001951845,1,False
X6J,pred.model_idx_3,7.2890498733180085,1,False
X6J,pred.model_idx_4,9.244012000823131,1,False
X6J,pred.model_idx_5,8.818889280747202,1,False
X6J,pred.model_idx_6,7.193874328430393,1,False
X6J,pred.model_idx_7,9.341335593753277,1,False
X6J,pred.model_idx_8,7.651089816504465,1,False
X6J,pred.model_idx_9,7.8390080849812085,1,False
X6S,pred.model_idx_0,7.955630463471629,1,True
X6S,pred.model_idx_1,7.844248807801141,1,False
X6S,pred.model_idx_2,10.036207755389608,1,False
X6S,pred.model_idx_3,7.322603504341185,1,False
X6S,pred.model_idx_4,9.228570090754758,1,False
X6S,pred.model_idx_5,8.773020791890803,1,False
X6S,pred.model_idx_6,7.010609336108463,1,False
X6S,pred.model_idx_7,9.102297291404195,1,False
X6S,pred.model_idx_8,7.620377259418122,1,False
X6S,pred.model_idx_9,7.525458963490138,1,False
X6V,pred.model_idx_0,7.99017044676836,1,True
X6V,pred.model_idx_1,7.621028438779691,1,False
X6V,pred.model_idx_2,10.590107999406793,1,False
X6V,pred.model_idx_3,7.9357433272096785,1,False
X6V,pred.model_idx_4,9.482951222873044,1,False
X6V,pred.model_idx_5,9.316583770101014,1,False
X6V,pred.model_idx_6,7.341572062833565,1,False
X6V,pred.model_idx_7,9.262187758994571,1,False
X6V,pred.model_idx_8,7.966563329619845,1,False
X6V,pred.model_idx_9,7.852762040568081,1,False
X74,pred.model_idx_0,7.981987927227333,1,True
X74,pred.model_idx_1,7.964533836830643,1,False
X74,pred.model_idx_2,10.210016062962806,1,False
X74,pred.model_idx_3,7.426984832710346,1,False
X74,pred.model_idx_4,9.299327317698852,1,False
X74,pred.model_idx_5,8.837461794843728,1,False
X74,pred.model_idx_6,7.206513666635764,1,False
X74,pred.model_idx_7,9.045049935869741,1,False
X74,pred.model_idx_8,7.682001226371718,1,False
X74,pred.model_idx_9,7.856290357886341,1,False
X7D,pred.model_idx_0,7.965466916312424,1,True
X7D,pred.model_idx_1,7.863215535343386,1,False
X7D,pred.model_idx_2,10.059549558627303,1,False
X7D,pred.model_idx_3,7.204745323751926,1,False
X7D,pred.model_idx_4,9.242564547662,1,False
X7D,pred.model_idx_5,8.773603361304996,1,False
X7D,pred.model_idx_6,7.06658170046241,1,False
X7D,pred.model_idx_7,9.382545954652402,1,False
X7D,pred.model_idx_8,7.58519479259091,1,False
X7D,pred.model_idx_9,7.3852563965486455,1,False
X7M,pred.model_idx_0,7.978065318147419,1,True
X7M,pred.model_idx_1,7.409439151926264,1,False
X7M,pred.model_idx_2,10.19561672615442,1,False
X7M,pred.model_idx_3,7.461373333978287,1,False
X7M,pred.model_idx_4,9.283308506983031,1,False
X7M,pred.model_idx_5,9.087274161041261,1,False
X7M,pred.model_idx_6,7.142010163803898,1,False
X7M,pred.model_idx_7,9.593546690217552,1,False
X7M,pred.model_idx_8,7.863196596532812,1,False
X7M,pred.model_idx_9,7.458773650541597,1,False
X7J,pred.model_idx_0,7.791935884989546,1,True
X7J,pred.model_idx_1,7.05008730451864,1,False
X7J,pred.model_idx_2,10.116920820513412,1,False
X7J,pred.model_idx_3,7.393807754161669,1,False
X7J,pred.model_idx_4,9.10985068370304,1,False
X7J,pred.model_idx_5,8.971474621216357,1,False
X7J,pred.model_idx_6,7.090114846068938,1,False
X7J,pred.model_idx_7,8.937173756985837,1,False
X7J,pred.model_idx_8,7.782361094027217,1,False
X7J,pred.model_idx_9,7.364543837733422,1,False
X71,pred.model_idx_0,7.783745396114627,1,True
X71,pred.model_idx_1,7.613897949332405,1,False
X71,pred.model_idx_2,9.771619295804083,1,False
X71,pred.model_idx_3,7.077672866401059,1,False
X71,pred.model_idx_4,8.997694067776216,1,False
X71,pred.model_idx_5,8.890630700692727,1,False
X71,pred.model_idx_6,6.912541620191939,1,False
X71,pred.model_idx_7,8.862185695120026,1,False
X71,pred.model_idx_8,7.6460882147534175,1,False
X71,pred.model_idx_9,7.407904768771045,1,False
X7P,pred.model_idx_0,7.7201921857501565,1,True
X7P,pred.model_idx_1,7.179589642717482,1,False
X7P,pred.model_idx_2,9.974915705975711,1,False
X7P,pred.model_idx_3,7.320176833652598,1,False
X7P,pred.model_idx_4,9.041492971696652,1,False
X7P,pred.model_idx_5,9.01708247974326,1,False
X7P,pred.model_idx_6,7.036616962443918,1,False
X7P,pred.model_idx_7,9.158690557600002,1,False
X7P,pred.model_idx_8,7.77801717608955,1,False
X7P,pred.model_idx_9,7.312405845958712,1,False
Y83,pred.model_idx_0,8.544731314514062,1,True
Y83,pred.model_idx_1,7.364178339444649,1,False
Y83,pred.model_idx_2,10.61795040259391,1,False
Y83,pred.model_idx_3,8.084386033747514,1,False
Y83,pred.model_idx_4,9.326772401105652,1,False
Y83,pred.model_idx_5,10.328056906733877,1,False
Y83,pred.model_idx_6,7.7557009656104,1,False
Y83,pred.model_idx_7,8.51729986530757,1,False
Y83,pred.model_idx_8,8.571356504569017,1,False
Y83,pred.model_idx_9,7.978263744800616,1,False
YNV,pred.model_idx_0,7.625074339196128,1,True
YNV,pred.model_idx_1,9.012931426691013,1,False
YNV,pred.model_idx_2,10.47300763634195,1,False
YNV,pred.model_idx_3,8.193193153961627,1,False
YNV,pred.model_idx_4,9.966004820290571,1,False
YNV,pred.model_idx_5,11.553008107968408,1,False
YNV,pred.model_idx_6,7.1357033638738345,1,False
YNV,pred.model_idx_7,9.590865641053036,1,False
YNV,pred.model_idx_8,9.301127987497125,1,False
YNV,pred.model_idx_9,8.157833798865347,1,False
Z8Z,pred.model_idx_0,9.305418473771738,1,True
Z8Z,pred.model_idx_1,10.212163628726731,1,False
Z8Z,pred.model_idx_2,11.659440115860605,1,False
Z8Z,pred.model_idx_3,8.522547280786931,1,False
Z8Z,pred.model_idx_4,10.277761260123803,1,False
Z8Z,pred.model_idx_5,11.270147332846326,1,False
Z8Z,pred.model_idx_6,8.393305857303853,1,False
Z8Z,pred.model_idx_7,10.50266840883753,1,False
Z8Z,pred.model_idx_8,9.438610502854088,1,False
Z8Z,pred.model_idx_9,8.814209303106672,1,False
Z9Z,pred.model_idx_0,8.846019405747718,1,True
Z9Z,pred.model_idx_1,9.581016994891934,1,False
Z9Z,pred.model_idx_2,11.332170486922859,1,False
Z9Z,pred.model_idx_3,8.222994071382738,1,False
Z9Z,pred.model_idx_4,10.162502670091449,1,False
Z9Z,pred.model_idx_5,10.848969772802398,1,False
Z9Z,pred.model_idx_6,7.778075401329556,1,False
Z9Z,pred.model_idx_7,10.196790929431774,1,False
Z9Z,pred.model_idx_8,9.16105124035952,1,False
Z9Z,pred.model_idx_9,8.52088417326198,1,False
