ligand,arm,file,rep,n_entities,n_query_copies,renumber_offset,renumber_identity,lddt_pli,bisy_rmsd,rot_deg,trans_a,conformer_a,raw_rmsd,pocket_ca_rmsd,n_fit,mapped,copy_chain,fe_dist,xeng,lddt_pli_bestmatch,bisy_bestmatch,same_copy_fe_and_best,inter_copy_min_dist,fg_bb_rmsd_to_crystal,n_fg_atoms,md5,second_fe_dist,second_peripheral_contacts,second_peripheral_residues,second_class
MF8,single,MF8__single__r0s0.cif,0,1,1,0,1.0,0.47674418604651164,3.5751159761114937,117.0322346055264,1.7067905477815366,1.201495359908139,3.5751159761114937,0.26622325755254217,29,True,L,2.5973490988188708,1.5355644588397497,0.47674418604651164,3.5751159761114937,True,,0.4828683965205222,28,b51c18c011c10a4aff3a0aa1787c7c07,,0,,none
MF8,single,MF8__single__r1s0.cif,1,1,1,0,1.0,0.47674418604651164,3.5751159761114937,117.0322346055264,1.7067905477815366,1.201495359908139,3.5751159761114937,0.26622325755254217,29,True,L,2.5973490988188708,1.5355644588397497,0.47674418604651164,3.5751159761114937,True,,0.4828683965205222,28,b51c18c011c10a4aff3a0aa1787c7c07,,0,,none
MF8,single,MF8__single__r2s0.cif,2,1,1,0,1.0,0.47674418604651164,3.5751159761114937,117.0322346055264,1.7067905477815366,1.201495359908139,3.5751159761114937,0.26622325755254217,29,True,L,2.5973490988188708,1.5355644588397497,0.47674418604651164,3.5751159761114937,True,,0.4828683965205222,28,b51c18c011c10a4aff3a0aa1787c7c07,,0,,none
MF8,single,MF8__single__r3s0.cif,3,1,1,0,1.0,0.47674418604651164,3.5751159761114937,117.0322346055264,1.7067905477815366,1.201495359908139,3.5751159761114937,0.26622325755254217,29,True,L,2.5973490988188708,1.5355644588397497,0.47674418604651164,3.5751159761114937,True,,0.4828683965205222,28,b51c18c011c10a4aff3a0aa1787c7c07,,0,,none
MF8,double,MF8__double__r0s0.cif,0,2,2,0,1.0,0.5697674418604651,1.5748218836977306,11.121459141250895,1.3567463705777754,0.730146364770698,1.5748218836977306,0.3133774541594136,29,True,M,5.1938047009309605,1.5476982204135876,0.5697674418604651,1.5748218836977306,True,14.113405473637766,0.3478798830930106,28,053cb7dc05683df27aaf2ef103a85707,19.517925490177007,5,"217,219,220,239,240",peripheral_groove
MF8,double,MF8__double__r1s0.cif,1,2,2,0,1.0,0.43023255813953487,3.3911619446405523,169.71044090884277,0.7684930747196577,0.7226376238943774,3.3911619446405523,0.240669901724731,29,True,L,3.403229793814734,1.3172902163329354,0.43023255813953487,3.3911619446405523,True,14.232672017049605,0.5186223432663251,28,67189737da8019b5b47e1cb138d23ce2,18.303549211443812,5,"213,217,219,220,240",peripheral_groove
MF8,double,MF8__double__r2s0.cif,2,2,2,0,1.0,0.43023255813953487,3.3911619446405523,169.71044090884277,0.7684930747196577,0.7226376238943774,3.3911619446405523,0.240669901724731,29,True,L,3.403229793814734,1.3172902163329354,0.43023255813953487,3.3911619446405523,True,14.232672017049605,0.5186223432663251,28,67189737da8019b5b47e1cb138d23ce2,18.303549211443812,5,"213,217,219,220,240",peripheral_groove
MF8,double,MF8__double__r3s0.cif,3,2,2,0,1.0,0.43023255813953487,3.3911619446405523,169.71044090884277,0.7684930747196577,0.7226376238943774,3.3911619446405523,0.240669901724731,29,True,L,3.403229793814734,1.3172902163329354,0.43023255813953487,3.3911619446405523,True,14.232672017049605,0.5186223432663251,28,67189737da8019b5b47e1cb138d23ce2,18.303549211443812,5,"213,217,219,220,240",peripheral_groove
MF8,decoy,MF8__decoy__r0s0.cif,0,2,1,0,1.0,0.0,17.349826884425706,49.70868482890328,17.240176834350518,1.3628176970846562,17.349826884425706,0.3502329537720614,29,True,L,20.044958803765358,15.810633048231205,0.0,17.349826884425706,True,13.332002931104856,0.37585941327520345,28,260d9fd9ff44db4d7763e5b448fcefdb,4.5085853070237265,0,,active_site
MF8,decoy,MF8__decoy__r1s0.cif,1,2,1,0,1.0,0.0,17.349826884425706,49.70868482890328,17.240176834350518,1.3628176970846562,17.349826884425706,0.3502329537720614,29,True,L,20.044958803765358,15.810633048231205,0.0,17.349826884425706,True,13.332002931104856,0.37585941327520345,28,260d9fd9ff44db4d7763e5b448fcefdb,4.5085853070237265,0,,active_site
