ligand,sample,lddt_pli,bisy_rmsd
A1ASP,A1ASP__r0s12,0.11083743842364532,9.254666182406936
A1ASP,A1ASP__r0s13,0.22352216748768472,8.953988423320752
A1ASP,A1ASP__r0s14,0.11822660098522167,6.478686840720772
A1ASP,A1ASP__r0s15,0.23583743842364532,9.371038202231578
A1ASP,A1ASP__r0s16,0.2247536945812808,6.571787464134093
A1ASP,A1ASP__r0s17,0.3041871921182266,6.344467306603895
A1ASP,A1ASP__r0s18,0.20689655172413793,6.6483860535165755
A1ASP,A1ASP__r0s19,0.10960591133004927,9.918083794020236
A1ASP,A1ASP__r0s2,0.20997536945812809,6.9230379967590245
A1ASP,A1ASP__r0s3,0.2456896551724138,7.393037542915215
A1ASP,A1ASP__r0s4,0.3035714285714286,7.325170576077169
A1ASP,A1ASP__r0s5,0.2204433497536946,6.4812488873806355
A1ASP,A1ASP__r0s6,0.16379310344827586,9.574090629634748
A1ASP,A1ASP__r0s7,0.25307881773399016,7.7784197532139245
A1ASP,A1ASP__r0s8,0.39408866995073893,5.932091718109566
A1ASP,A1ASP__r0s9,0.2647783251231527,6.047879211984376
A1ASP,A1ASP__r1s0,0.814039408866995,1.695989137967848
A1ASP,A1ASP__r1s1,0.20874384236453203,8.431830866276849
A1ASP,A1ASP__r1s2,0.20197044334975367,8.105921062932884
A1ASP,A1ASP__r1s3,0.18226600985221675,8.02770997824688
A1ASP,A1ASP__r1s4,0.2315270935960591,9.527702703157063
A1ASQ,A1ASQ__r0s0,0.7317767653758542,2.4715430148558974
A1ASQ,A1ASQ__r0s1,0.21810933940774488,7.2612575321783615
A1ASQ,A1ASQ__r0s10,0.1958997722095672,9.105353202103904
A1ASQ,A1ASQ__r0s11,0.19020501138952164,6.570485893956028
A1ASQ,A1ASQ__r0s12,0.1560364464692483,9.642571795333192
A1ASQ,A1ASQ__r0s13,0.15261958997722097,9.638199034188846
A1ASQ,A1ASQ__r0s14,0.35820045558086555,6.0524459398646835
A1ASQ,A1ASQ__r0s15,0.1435079726651481,12.039725007938488
A1ASQ,A1ASQ__r0s16,0.1674259681093394,10.795418214654383
A1ASQ,A1ASQ__r0s17,0.21241457858769933,10.302286484460527
A1ASQ,A1ASQ__r0s18,0.25740318906605925,9.4563102662276
A1ASQ,A1ASQ__r0s19,0.18223234624145784,7.802761305275172
A1ASQ,A1ASQ__r0s2,0.2255125284738041,8.645440268299392
A1ASQ,A1ASQ__r0s3,0.19134396355353075,8.809423387116192
A1ASQ,A1ASQ__r0s4,0.14863325740318906,11.732518185420053
A1ASQ,A1ASQ__r0s5,0.2853075170842825,6.041720048497335
A1ASQ,A1ASQ__r0s6,0.19020501138952162,11.109132757218678
A1ASQ,A1ASQ__r0s7,0.224373576309795,9.42476235737297
A1ASQ,A1ASQ__r0s8,0.3342824601366743,7.697984332670345
A1ASQ,A1ASQ__r0s9,0.24658314350797267,8.557934146912476
A1ASQ,A1ASQ__r1s0,0.75,2.428664243057395
A1ASQ,A1ASQ__r1s1,0.11788154897494305,9.20923812249732
A1ASQ,A1ASQ__r1s2,0.306378132118451,7.899450243068803
A1ASQ,A1ASQ__r1s3,0.42482915717539865,5.692705960176477
A1ASQ,A1ASQ__r1s4,0.2966970387243736,7.994242408194078
A1ASR,A1ASR__r0s0,0.7575949367088607,2.0198888326623208
A1ASR,A1ASR__r0s1,0.5063291139240507,3.037101992850484
A1ASR,A1ASR__r0s10,0.1778481012658228,7.810725686152738
A1ASR,A1ASR__r0s11,0.19177215189873417,6.440406145254321
A1ASR,A1ASR__r0s12,0.43354430379746833,5.044869915112475
A1ASR,A1ASR__r0s13,0.4772151898734177,3.719541107034203
A1ASR,A1ASR__r0s14,0.4582278481012658,3.79403195549484
A1ASR,A1ASR__r0s15,0.14936708860759493,9.647771270596053
A1ASR,A1ASR__r0s16,0.20189873417721518,10.161156775737272
A1ASR,A1ASR__r0s17,0.15063291139240506,9.24958132995757
A1ASR,A1ASR__r0s18,0.18670886075949367,8.26715458115824
A1ASR,A1ASR__r0s19,0.16645569620253164,7.539283322706771
A1ASR,A1ASR__r0s2,0.189873417721519,7.887294068537749
A1ASR,A1ASR__r0s3,0.3531645569620253,6.495813883894659
A1ASR,A1ASR__r0s4,0.22594936708860758,8.074037660222686
A1ASR,A1ASR__r0s5,0.270253164556962,8.255496787925535
A1ASR,A1ASR__r0s6,0.15126582278481013,9.64055712321068
A1ASR,A1ASR__r0s7,0.21518987341772153,7.514097475800885
A1ASR,A1ASR__r0s8,0.37531645569620253,6.251109653354925
A1ASR,A1ASR__r0s9,0.18860759493670887,9.238725538025113
A1ASR,A1ASR__r1s0,0.7860759493670886,1.686424216044257
A1ASR,A1ASR__r1s1,0.16772151898734178,10.681729259085547
A1ASR,A1ASR__r1s2,0.35443037974683544,4.759390375877298
A1ASR,A1ASR__r1s3,0.18101265822784812,9.520987553473516
A1ASR,A1ASR__r1s4,0.17848101265822786,9.836616698949062
A1ASS,A1ASS__r0s0,0.5924050632911393,3.348490667696716
A1ASS,A1ASS__r0s1,0.3759493670886076,7.296308967276649
A1ASS,A1ASS__r0s10,0.39746835443037976,4.887682103597995
A1ASS,A1ASS__r0s11,0.31835443037974687,6.061471164242847
A1ASS,A1ASS__r0s12,0.270253164556962,6.114026024137269
A1ASS,A1ASS__r0s13,0.379746835443038,7.706572578907987
A1ASS,A1ASS__r0s14,0.34367088607594937,5.862700926676445
A1ASS,A1ASS__r0s15,0.419620253164557,4.60768861913544
A1ASS,A1ASS__r0s16,0.20063291139240505,8.581661737227167
A1ASS,A1ASS__r0s17,0.10632911392405064,7.9444393395106765
A1ASS,A1ASS__r0s18,0.2240506329113924,9.603562040688901
A1ASS,A1ASS__r0s19,0.2727848101265823,6.885638463689152
A1ASS,A1ASS__r0s2,0.2778481012658228,8.849984127840813
A1ASS,A1ASS__r0s3,0.29620253164556964,7.330113879576653
A1ASS,A1ASS__r0s4,0.31772151898734174,6.341448080442834
A1ASS,A1ASS__r0s5,0.3639240506329114,5.035754727062056
A1ASS,A1ASS__r0s6,0.21645569620253163,7.704638873941536
A1ASS,A1ASS__r0s7,0.359493670886076,4.403127693407692
A1ASS,A1ASS__r0s8,0.2803797468354431,5.362477148743615
A1ASS,A1ASS__r0s9,0.2689873417721519,8.900868013399897
A1ASS,A1ASS__r1s0,0.7924050632911392,1.6312380873689567
A1ASS,A1ASS__r1s1,0.3310126582278481,7.993245298618251
A1ASS,A1ASS__r1s2,0.299367088607595,7.417935792008546
A1ASS,A1ASS__r1s3,0.260126582278481,9.56784274821674
A1ASS,A1ASS__r1s4,0.4208860759493671,4.252763243011978
A1AST,A1AST__r0s0,0.22769028871391078,5.39466183782345
A1AST,A1AST__r0s1,0.10958005249343832,9.257281730815578
A1AST,A1AST__r0s10,0.11023622047244094,8.830515281879338
A1AST,A1AST__r0s11,0.17454068241469817,6.904163808046811
A1AST,A1AST__r0s12,0.29986876640419946,5.7391140242328955
A1AST,A1AST__r0s13,0.1889763779527559,6.65250823962689
A1AST,A1AST__r0s14,0.16994750656167978,8.826872272994926
A1AST,A1AST__r0s15,0.18963254593175854,7.941529079865969
A1AST,A1AST__r0s16,0.28805774278215224,4.857876049191687
A1AST,A1AST__r0s17,0.17191601049868765,9.680082838683097
A1AST,A1AST__r0s18,0.19422572178477693,7.584727057018221
A1AST,A1AST__r0s19,0.22703412073490814,6.079653606025912
A1AST,A1AST__r0s2,0.16994750656167978,7.357151335306583
A1AST,A1AST__r0s3,0.3261154855643045,5.784662377335541
A1AST,A1AST__r0s4,0.17716535433070868,7.641075567406271
A1AST,A1AST__r0s5,0.20931758530183728,7.667874376902854
A1AST,A1AST__r0s6,0.17388451443569553,8.497387337320609
A1AST,A1AST__r0s7,0.14829396325459318,7.646178212311738
A1AST,A1AST__r0s8,0.21719160104986876,7.883323026383567
A1AST,A1AST__r0s9,0.15091863517060367,9.421661130977531
A1AST,A1AST__r1s0,0.2368766404199475,5.338951791697445
A1AST,A1AST__r1s1,0.1725721784776903,7.4894793754197035
A1AST,A1AST__r1s2,0.1620734908136483,6.6471525081052585
A1AST,A1AST__r1s3,0.2047244094488189,6.280213101880982
A1AST,A1AST__r1s4,0.15551181102362205,8.153182558816747
A1ASU,A1ASU__r0s0,0.8410087719298245,1.1757046648245786
A1ASU,A1ASU__r0s1,0.1924342105263158,8.975219832908252
A1ASU,A1ASU__r0s10,0.29166666666666663,9.98577299157094
A1ASU,A1ASU__r0s11,0.09265350877192982,9.290875382879333
A1ASU,A1ASU__r0s12,0.5849780701754386,4.023084293339219
A1ASU,A1ASU__r0s13,0.24232456140350878,9.849063030098984
A1ASU,A1ASU__r0s14,0.10690789473684209,8.170484570217774
A1ASU,A1ASU__r0s15,0.32730263157894735,5.392170187322324
A1ASU,A1ASU__r0s16,0.14912280701754385,11.47267019720325
A1ASU,A1ASU__r0s17,0.0537280701754386,9.692060837116774
A1ASU,A1ASU__r0s18,0.1387061403508772,13.75700268091676
A1ASU,A1ASU__r0s19,0.22478070175438597,9.700145576651781
A1ASU,A1ASU__r0s2,0.15789473684210525,11.32700676665291
A1ASU,A1ASU__r0s3,0.42817982456140347,4.196313313679344
A1ASU,A1ASU__r0s4,0.08717105263157895,11.366642872334715
A1ASU,A1ASU__r0s5,0.2330043859649123,7.006880431689253
A1ASU,A1ASU__r0s6,0.24890350877192985,10.932456971408632
A1ASU,A1ASU__r0s7,0.21765350877192985,8.74374880469215
A1ASU,A1ASU__r0s8,0.3092105263157895,9.734874400273332
A1ASU,A1ASU__r0s9,0.08114035087719298,10.740530860869061
A1ASV,A1ASV__r0s0,0.7528328611898016,1.9348229871087204
A1ASV,A1ASV__r0s1,0.11968838526912182,10.004389248255029
A1ASV,A1ASV__r0s10,0.17705382436260625,6.569190772826595
A1ASV,A1ASV__r0s11,0.13243626062322947,7.3544459690435335
A1ASV,A1ASV__r0s12,0.22592067988668554,9.066679135071205
A1ASV,A1ASV__r0s13,0.3590651558073654,4.386397106782172
A1ASV,A1ASV__r0s14,0.47733711048158645,4.484811050480275
A1ASV,A1ASV__r0s15,0.4851274787535411,4.6404895371892
A1ASV,A1ASV__r0s16,0.31940509915014165,6.414728386399242
A1ASV,A1ASV__r0s17,0.2613314447592068,8.703749339496788
A1ASV,A1ASV__r0s18,0.4178470254957507,5.218702885739119
A1ASV,A1ASV__r0s19,0.2769121813031162,5.986975595494731
A1ASV,A1ASV__r0s2,0.10977337110481586,8.917957854399859
A1ASV,A1ASV__r0s3,0.25920679886685555,7.180651113509975
A1ASV,A1ASV__r0s4,0.29036827195467424,8.646780840439
A1ASV,A1ASV__r0s5,0.13243626062322947,10.22532201324477
A1ASV,A1ASV__r0s6,0.24929178470254956,9.021085811151258
A1ASV,A1ASV__r0s7,0.14447592067988668,8.891414153288105
A1ASV,A1ASV__r0s8,0.05028328611898017,9.272546310110119
A1ASV,A1ASV__r0s9,0.29461756373937675,5.29782097362887
A1BNX,A1BNX__r0s0,0.6493362831858407,2.5757736052635987
A1BNX,A1BNX__r0s1,0.21128318584070796,7.647380971207877
A1BNX,A1BNX__r0s10,0.23396017699115043,8.180658831364873
A1BNX,A1BNX__r0s11,0.252212389380531,7.661641295760359
A1BNX,A1BNX__r0s12,0.16426991150442477,9.187018936524062
A1BNX,A1BNX__r0s13,0.18694690265486724,6.960195703037432
A1BNX,A1BNX__r0s14,0.2245575221238938,8.34875260267839
A1BNX,A1BNX__r0s15,0.36559734513274333,4.200183214794353
A1BNX,A1BNX__r0s16,0.15265486725663718,7.155476553219967
A1BNX,A1BNX__r0s17,0.19026548672566373,5.971748494187492
A1BNX,A1BNX__r0s18,0.21404867256637167,7.312184639416984
A1BNX,A1BNX__r0s19,0.08960176991150443,8.461522505097271
A1BNX,A1BNX__r0s2,0.07688053097345132,8.086580288565274
A1BNX,A1BNX__r0s3,0.05918141592920354,10.826684266527693
A1BNX,A1BNX__r0s4,0.1913716814159292,8.942475080454708
A1BNX,A1BNX__r0s5,0.10011061946902655,7.974913755281281
A1BNX,A1BNX__r0s6,0.16869469026548672,6.607857166723041
A1BNX,A1BNX__r0s7,0.1493362831858407,10.461548622783134
A1BNX,A1BNX__r0s8,0.1913716814159292,9.436338546219364
A1BNX,A1BNX__r0s9,0.17035398230088494,8.614386024781883
A1CIW,A1CIW__r0s0,0.2098997493734336,6.657281402895013
A1CIW,A1CIW__r0s1,0.05137844611528822,10.244815330716355
A1CIW,A1CIW__r0s10,0.15789473684210525,8.225395938188143
A1CIW,A1CIW__r0s11,0.16604010025062654,7.675254569305395
A1CIW,A1CIW__r0s12,0.14348370927318294,8.147941205560452
A1CIW,A1CIW__r0s13,0.11466165413533834,9.375036581121241
A1CIW,A1CIW__r0s14,0.08395989974937343,8.558274927350652
A1CIW,A1CIW__r0s15,0.12343358395989974,8.656864164612513
A1CIW,A1CIW__r0s16,0.14473684210526316,7.5849364189667945
A1CIW,A1CIW__r0s17,0.12030075187969924,9.075075873273455
A1CIW,A1CIW__r0s18,0.11967418546365914,8.876360624888513
A1CIW,A1CIW__r0s19,0.20426065162907267,8.253952353781983
A1CIW,A1CIW__r0s2,0.03822055137844611,11.024889124728581
A1CIW,A1CIW__r0s3,0.14223057644110276,8.795760853654812
A1CIW,A1CIW__r0s4,0.09022556390977443,9.210180604450558
A1CIW,A1CIW__r0s5,0.13408521303258145,9.217800637964384
A1CIW,A1CIW__r0s6,0.12155388471177944,9.042230250693493
A1CIW,A1CIW__r0s7,0.023182957393483708,9.473287151425982
A1CIW,A1CIW__r0s8,0.19799498746867167,7.947586128329664
A1CIW,A1CIW__r0s9,0.22556390977443608,6.662499110349454
CFF,CFF__r0s0,0.8162790697674418,0.49905459908091887
CFF,CFF__r0s1,0.3697674418604651,5.721289724708992
CFF,CFF__r0s10,0.26627906976744187,6.363690133505679
CFF,CFF__r0s11,0.46744186046511627,7.466119285861094
CFF,CFF__r0s12,0.3511627906976744,5.854234503869357
CFF,CFF__r0s13,0.3430232558139535,7.919489121512933
CFF,CFF__r0s14,0.3988372093023256,5.71759570542628
CFF,CFF__r0s15,0.5104651162790698,4.6869401047948465
CFF,CFF__r0s16,0.5395348837209302,2.688824817382705
CFF,CFF__r0s17,0.4162790697674419,6.239320159984542
CFF,CFF__r0s18,0.43837209302325586,3.725109524112233
CFF,CFF__r0s19,0.436046511627907,5.230820891148923
CFF,CFF__r0s2,0.27674418604651163,5.123924517010981
CFF,CFF__r0s3,0.5267441860465116,3.240790694153077
CFF,CFF__r0s4,0.33488372093023255,4.533094325770256
CFF,CFF__r0s5,0.47325581395348837,5.240725299811489
CFF,CFF__r0s6,0.30930232558139537,7.0941815721067965
CFF,CFF__r0s7,0.3593023255813954,6.235339476931754
CFF,CFF__r0s8,0.44069767441860463,4.959088054711461
CFF,CFF__r0s9,0.3372093023255814,8.653362144865383
CL6,CL6__r0s0,0.5170454545454546,3.6958757829436593
CL6,CL6__r0s1,0.34375,3.674387751954675
CL6,CL6__r0s10,0.17803030303030304,7.520066985588125
CL6,CL6__r0s11,0.19886363636363635,7.945378599344607
CL6,CL6__r0s12,0.2774621212121212,4.790039909377433
CL6,CL6__r0s13,0.41761363636363635,6.439409851652603
CL6,CL6__r0s14,0.39867424242424243,6.043278700808182
CL6,CL6__r0s15,0.3058712121212121,5.649463779915175
CL6,CL6__r0s16,0.26136363636363635,7.72760156197177
CL6,CL6__r0s17,0.3409090909090909,5.257227046199502
CL6,CL6__r0s18,0.3532196969696969,6.418412661701367
CL6,CL6__r0s19,0.44696969696969696,4.300026866785476
CL6,CL6__r0s2,0.1571969696969697,6.974213418546026
CL6,CL6__r0s3,0.23674242424242423,7.194823876950682
CL6,CL6__r0s4,0.5767045454545454,3.6358591535355718
CL6,CL6__r0s5,0.32954545454545453,6.964058765613426
CL6,CL6__r0s6,0.42708333333333337,5.7520365215226406
CL6,CL6__r0s7,0.30681818181818177,4.124353310698829
CL6,CL6__r0s8,0.37784090909090906,5.231908927718521
CL6,CL6__r0s9,0.2689393939393939,6.579894362942042
D0R,D0R__r0s0,0.7301762114537445,2.655326489742502
D0R,D0R__r0s1,0.30781938325991187,8.287123700239121
D0R,D0R__r0s10,0.21861233480176212,10.322561816227863
D0R,D0R__r0s11,0.15198237885462557,8.647764749361867
D0R,D0R__r0s12,0.17070484581497797,7.932769450698146
D0R,D0R__r0s13,0.3133259911894273,9.360211632066303
D0R,D0R__r0s14,0.20594713656387664,8.804339356242686
D0R,D0R__r0s15,0.1420704845814978,11.43663895635948
D0R,D0R__r0s16,0.14922907488986786,10.884428763696654
D0R,D0R__r0s17,0.30066079295154186,7.840576276272373
D0R,D0R__r0s18,0.13876651982378854,7.5923560144943565
D0R,D0R__r0s19,0.07984581497797356,12.549083293385516
D0R,D0R__r0s2,0.12279735682819382,10.638856249561574
D0R,D0R__r0s3,0.20319383259911894,9.09339645456528
D0R,D0R__r0s4,0.13986784140969163,10.827498565773242
D0R,D0R__r0s5,0.20814977973568283,9.433099812588688
D0R,D0R__r0s6,0.1751101321585903,8.227934134253857
D0R,D0R__r0s7,0.07929515418502203,10.710919122451019
D0R,D0R__r0s8,0.20099118942731276,11.32785141994115
D0R,D0R__r0s9,0.18116740088105726,9.686314486438718
D7J,D7J__r0s0,0.5523952095808383,3.2724208655750875
D7J,D7J__r0s1,0.1407185628742515,12.013454617318871
D7J,D7J__r0s10,0.07135728542914171,15.49433886708565
D7J,D7J__r0s11,0.18712574850299402,10.432516760637341
D7J,D7J__r0s12,0.12974051896207586,10.580870810528161
D7J,D7J__r0s13,0.08183632734530938,12.05612546306916
D7J,D7J__r0s14,0.14820359281437126,11.813063113572005
D7J,D7J__r0s15,0.11626746506986027,11.976988713780077
D7J,D7J__r0s16,0.18463073852295409,11.31561442957221
D7J,D7J__r0s17,0.17614770459081835,8.495228060950884
D7J,D7J__r0s18,0.11926147704590817,11.03446625981812
D7J,D7J__r0s19,0.218562874251497,9.386630791968814
D7J,D7J__r0s2,0.07235528942115768,10.696986061237745
D7J,D7J__r0s3,0.16117764471057883,10.81063867246955
D7J,D7J__r0s4,0.26047904191616766,6.1057746954389955
D7J,D7J__r0s5,0.1467065868263473,6.873636801736907
D7J,D7J__r0s6,0.14570858283433136,11.51098331530028
D7J,D7J__r0s7,0.23952095808383234,8.620479259034003
D7J,D7J__r0s8,0.19560878243512975,10.613408394447836
D7J,D7J__r0s9,0.08832335329341318,13.293619057673649
D7M,D7M__r0s0,0.7526427061310783,1.6939627170571352
D7M,D7M__r0s1,0.23414376321353064,8.762290594308027
D7M,D7M__r0s10,0.1686046511627907,9.833124748721382
D7M,D7M__r0s11,0.24735729386892175,6.7803449535860425
D7M,D7M__r0s12,0.11522198731501057,9.612251708889962
D7M,D7M__r0s13,0.22938689217758984,8.729982780134154
D7M,D7M__r0s14,0.36205073995771675,5.16159293765358
D7M,D7M__r0s15,0.2996828752642706,7.782164270022405
D7M,D7M__r0s16,0.328752642706131,7.374194115685641
D7M,D7M__r0s17,0.3239957716701902,6.718719378171853
D7M,D7M__r0s18,0.19186046511627908,7.490125600676208
D7M,D7M__r0s19,0.13742071881606766,10.867972306859388
D7M,D7M__r0s2,0.14957716701902748,9.325377425435793
D7M,D7M__r0s3,0.22198731501057084,6.5565223379020265
D7M,D7M__r0s4,0.19608879492600423,9.91234059019859
D7M,D7M__r0s5,0.2309725158562368,8.977395032490191
D7M,D7M__r0s6,0.20031712473572938,8.828714751651201
D7M,D7M__r0s7,0.23044397463002114,8.900016315384203
D7M,D7M__r0s8,0.1464059196617336,11.364341041107584
D7M,D7M__r0s9,0.20190274841437633,8.151906079855953
D7M,D7M__r1s0,0.622093023255814,3.229903608586992
D7M,D7M__r1s1,0.1485200845665962,7.932210778114054
D7M,D7M__r1s2,0.19344608879492603,6.719969606022718
D7M,D7M__r1s3,0.21617336152219874,7.575112560903286
D7M,D7M__r1s4,0.10570824524312897,9.542245019457413
D7Y,D7Y__r0s0,0.7560706401766004,1.4071192413897087
D7Y,D7Y__r0s1,0.108719646799117,12.78893509525147
D7Y,D7Y__r0s10,0.2693156732891832,7.8838884568891
D7Y,D7Y__r0s11,0.08388520971302428,9.857545709792511
D7Y,D7Y__r0s12,0.16501103752759383,8.780288263373036
D7Y,D7Y__r0s13,0.26379690949227375,7.712641123320306
D7Y,D7Y__r0s14,0.10596026490066227,10.013845244274037
D7Y,D7Y__r0s15,0.25938189845474613,9.26188836467897
D7Y,D7Y__r0s16,0.22240618101545254,10.962845118452872
D7Y,D7Y__r0s17,0.2306843267108168,7.947067488876746
D7Y,D7Y__r0s18,0.1401766004415011,8.719258218841084
D7Y,D7Y__r0s19,0.20198675496688742,9.702408814245429
D7Y,D7Y__r0s2,0.1705298013245033,11.185179740015412
D7Y,D7Y__r0s3,0.206401766004415,11.567100221702903
D7Y,D7Y__r0s4,0.19646799116997793,11.972585093205902
D7Y,D7Y__r0s5,0.10099337748344371,12.057577271679781
D7Y,D7Y__r0s6,0.2477924944812362,7.274632229118772
D7Y,D7Y__r0s7,0.2527593818984547,10.729898214428399
D7Y,D7Y__r0s8,0.2019867549668874,11.889302831413762
D7Y,D7Y__r0s9,0.11810154525386313,9.28630612268335
D7Y,D7Y__r1s0,0.6583885209713024,2.523979046668855
D7Y,D7Y__r1s1,0.22571743929359825,7.78325549273308
D7Y,D7Y__r1s2,0.108719646799117,11.231402474269965
D7Y,D7Y__r1s3,0.12196467991169978,7.764581454772724
D7Y,D7Y__r1s4,0.09768211920529801,10.461173748298126
D81,D81__r0s0,0.6964594127806563,2.5933613842907253
D81,D81__r0s1,0.11658031088082901,10.454538849237977
D81,D81__r0s10,0.08290155440414507,11.942997231653186
D81,D81__r0s11,0.19041450777202074,9.004853574167653
D81,D81__r0s12,0.06260794473229707,12.236763688245283
D81,D81__r0s13,0.1886873920552677,7.586343768220157
D81,D81__r0s14,0.20682210708117443,6.824629227195994
D81,D81__r0s15,0.3337651122625216,5.758478214820076
D81,D81__r0s16,0.07728842832469776,10.359743922318248
D81,D81__r0s17,0.24784110535405873,8.620048478017456
D81,D81__r0s18,0.15284974093264247,8.610604002830565
D81,D81__r0s19,0.348013816925734,6.54868841381714
D81,D81__r0s2,0.22884283246977546,7.110504369976131
D81,D81__r0s3,0.09153713298791019,11.870309130363795
D81,D81__r0s4,0.18609671848013817,7.52205705587979
D81,D81__r0s5,0.13773747841105355,11.247472442444144
D81,D81__r0s6,0.19905008635578583,10.111483151392967
D81,D81__r0s7,0.10362694300518135,10.790410727888878
D81,D81__r0s8,0.10146804835924006,12.180681393163395
D81,D81__r0s9,0.1623488773747841,7.22169889576739
D81,D81__r1s0,0.7396373056994819,2.690540820575436
D81,D81__r1s1,0.1234887737478411,9.160752569045378
D81,D81__r1s2,0.1498272884283247,9.102461868628055
D81,D81__r1s3,0.10751295336787564,10.243591298784493
D81,D81__r1s4,0.3285837651122625,5.704729965620814
DEJ,DEJ__r0s0,0.4986535008976661,3.693691299171046
DEJ,DEJ__r0s1,0.23563734290843807,6.30151249833203
DEJ,DEJ__r0s10,0.2158886894075404,7.463463943102682
DEJ,DEJ__r0s11,0.18581687612208259,8.623194885631213
DEJ,DEJ__r0s12,0.18536804308797128,6.647521002193753
DEJ,DEJ__r0s13,0.23025134649910234,6.505875888357856
DEJ,DEJ__r0s14,0.2751346499102334,8.191175166550078
DEJ,DEJ__r0s15,0.11445242369838421,8.102863519518591
DEJ,DEJ__r0s16,0.1871633752244165,7.507794312912364
DEJ,DEJ__r0s17,0.3043087971274686,7.253334774285598
DEJ,DEJ__r0s18,0.10771992818671455,8.614141577827604
DEJ,DEJ__r0s19,0.19120287253141832,7.733026106892694
DEJ,DEJ__r0s2,0.19389587073608616,7.986146804516215
DEJ,DEJ__r0s3,0.28545780969479356,5.39683737902593
DEJ,DEJ__r0s4,0.3240574506283662,6.7958545370562895
DEJ,DEJ__r0s5,0.1395870736086176,9.354031045134409
DEJ,DEJ__r0s6,0.2064631956912029,10.121989411508778
DEJ,DEJ__r0s7,0.22621184919210052,8.71844325372952
DEJ,DEJ__r0s8,0.14497307001795331,8.263002227550297
DEJ,DEJ__r0s9,0.17818671454219032,8.381174662305522
DEJ,DEJ__r1s0,0.4730700179533213,4.726238653177065
DEJ,DEJ__r1s1,0.2643626570915619,5.8894586631930705
DEJ,DEJ__r1s2,0.16831238779174146,7.505825773832909
DEJ,DEJ__r1s3,0.12073608617594253,11.822597722421897
DEJ,DEJ__r1s4,0.15350089766606823,8.610266105233125
DEV,DEV__r0s0,0.6184466019417476,3.911273784656305
DEV,DEV__r0s1,0.055825242718446605,13.95728771491251
DEV,DEV__r0s10,0.24902912621359224,6.584590697034978
DEV,DEV__r0s11,0.1296116504854369,9.81712395014716
DEV,DEV__r0s12,0.06019417475728156,14.359055064196543
DEV,DEV__r0s13,0.06747572815533981,10.651082027672707
DEV,DEV__r0s14,0.2058252427184466,9.862851832834869
DEV,DEV__r0s15,0.23058252427184467,8.274221006065808
DEV,DEV__r0s16,0.05728155339805825,12.614052011652245
DEV,DEV__r0s17,0.2621359223300971,7.842230107397415
DEV,DEV__r0s18,0.030097087378640773,14.840882071273638
DEV,DEV__r0s19,0.0703883495145631,13.92131609017952
DEV,DEV__r0s2,0.1679611650485437,11.032115845272173
DEV,DEV__r0s3,0.23592233009708738,10.497914071073051
DEV,DEV__r0s4,0.059223300970873784,13.79545233963033
DEV,DEV__r0s5,0.03737864077669903,14.255470075626151
DEV,DEV__r0s6,0.032038834951456305,12.112983463999864
DEV,DEV__r0s7,0.1029126213592233,12.142488963849397
DEV,DEV__r0s8,0.12378640776699029,9.22920585941971
DEV,DEV__r0s9,0.041747572815533984,14.231443227037458
DJ1,DJ1__r0s0,0.42375601926163725,5.313050097072182
DJ1,DJ1__r0s1,0.08707865168539325,10.328501893661796
DJ1,DJ1__r0s10,0.06500802568218297,14.844751211716975
DJ1,DJ1__r0s11,0.09028892455858747,10.40700712175439
DJ1,DJ1__r0s12,0.0682182985553772,12.338210138691634
DJ1,DJ1__r0s13,0.09069020866773675,10.571260103960604
DJ1,DJ1__r0s14,0.1059390048154093,9.10682936683841
DJ1,DJ1__r0s15,0.03531300160513644,13.772360285827965
DJ1,DJ1__r0s16,0.09510433386837883,10.397855626515074
DJ1,DJ1__r0s17,0.1528892455858748,10.391847739824101
DJ1,DJ1__r0s18,0.22552166934189405,6.456696002150305
DJ1,DJ1__r0s19,0.04735152487961477,12.91565105722579
DJ1,DJ1__r0s2,0.04012841091492777,11.319461327249746
DJ1,DJ1__r0s3,0.03130016051364366,13.193309560158864
DJ1,DJ1__r0s4,0.21910112359550563,7.298529055240435
DJ1,DJ1__r0s5,0.040930979133226325,13.724225486519636
DJ1,DJ1__r0s6,0.11115569823434993,10.89630456004009
DJ1,DJ1__r0s7,0.09831460674157302,12.027397321880398
DJ1,DJ1__r0s8,0.09069020866773675,14.110811311772864
DJ1,DJ1__r0s9,0.08426966292134833,10.701935503183092
ERY,ERY__r0s0,0.7036842105263158,3.0025666530640485
ERY,ERY__r0s1,0.14473684210526316,12.771787307637188
ERY,ERY__r0s10,0.37,5.599224306817623
ERY,ERY__r0s11,0.10052631578947369,13.090943445093105
ERY,ERY__r0s12,0.0863157894736842,12.697041077784267
ERY,ERY__r0s13,0.12052631578947368,13.36937719855509
ERY,ERY__r0s14,0.22526315789473683,7.665849774836302
ERY,ERY__r0s15,0.19684210526315787,10.821992320033239
ERY,ERY__r0s16,0.18578947368421053,10.386107558429003
ERY,ERY__r0s17,0.14789473684210525,12.727539492173337
ERY,ERY__r0s18,0.1957894736842105,12.56744994153925
ERY,ERY__r0s19,0.2784210526315789,5.5796803010251885
ERY,ERY__r0s2,0.2763157894736842,7.05543760306698
ERY,ERY__r0s3,0.25526315789473686,8.584711972454949
ERY,ERY__r0s4,0.1694736842105263,11.811555395695256
