ligand,sample,lddt_pli,bisy_rmsd
A1A4T,A1A4T__r0s5,0.03413461538461539,15.101384914500262
A1A4T,A1A4T__r0s6,0.14182692307692307,8.762916403892326
A1A4T,A1A4T__r0s7,0.07884615384615384,10.834950846493532
A1A4T,A1A4T__r0s8,0.20576923076923076,9.195079205131233
A1A4T,A1A4T__r0s9,0.21826923076923077,10.936878335012116
A1A4T,A1A4T__r1s0,0.6985576923076924,3.0402099286456306
A1A4T,A1A4T__r1s1,0.046153846153846156,14.577577502917034
A1A4T,A1A4T__r1s2,0.14951923076923077,8.190800126920784
A1A4T,A1A4T__r1s3,0.24567307692307694,12.446529537344627
A1A4T,A1A4T__r1s4,0.3153846153846154,10.027033873449788
A1A4U,A1A4U__r0s0,0.8684486373165619,1.7959210914319548
A1A4U,A1A4U__r0s1,0.10639412997903563,13.514507425177635
A1A4U,A1A4U__r0s10,0.20178197064989517,8.408094191654813
A1A4U,A1A4U__r0s11,0.19129979035639413,11.090566688739337
A1A4U,A1A4U__r0s12,0.13784067085953877,8.360426497345584
A1A4U,A1A4U__r0s13,0.040880503144654086,14.371022369808308
A1A4U,A1A4U__r0s14,0.41037735849056606,7.167357364695431
A1A4U,A1A4U__r0s15,0.21331236897274633,11.179393702942315
A1A4U,A1A4U__r0s16,0.20230607966457023,13.106652162793539
A1A4U,A1A4U__r0s17,0.053983228511530396,14.602252200698377
A1A4U,A1A4U__r0s18,0.08438155136268344,12.22139167502754
A1A4U,A1A4U__r0s19,0.07651991614255765,13.438322392185233
A1A4U,A1A4U__r0s2,0.07966457023060797,11.660929236135404
A1A4U,A1A4U__r0s3,0.2887840670859539,9.510522960948503
A1A4U,A1A4U__r0s4,0.19968553459119498,11.30538586146281
A1A4U,A1A4U__r0s5,0.19968553459119498,9.468304459672652
A1A4U,A1A4U__r0s6,0.09643605870020965,12.86462827313347
A1A4U,A1A4U__r0s7,0.07075471698113207,13.127127179214291
A1A4U,A1A4U__r0s8,0.06761006289308176,12.616811884357576
A1A4U,A1A4U__r0s9,0.03563941299790357,13.44187332799027
A1A4U,A1A4U__r1s0,0.8422431865828092,1.7598304300495116
A1A4U,A1A4U__r1s1,0.05293501048218029,13.07609377686238
A1A4U,A1A4U__r1s2,0.07337526205450734,15.024729039627147
A1A4U,A1A4U__r1s3,0.3238993710691824,7.5601155243879825
A1A4U,A1A4U__r1s4,0.15880503144654087,11.660969456648672
A1A4V,A1A4V__r0s0,0.7611940298507462,1.4474956428525627
A1A4V,A1A4V__r0s1,0.23880597014925373,7.673408899850363
A1A4V,A1A4V__r0s10,0.24906716417910446,10.792675859404905
A1A4V,A1A4V__r0s11,0.06949626865671642,14.494850630476481
A1A4V,A1A4V__r0s12,0.35074626865671643,6.142513204744191
A1A4V,A1A4V__r0s13,0.31529850746268656,5.936667268013184
A1A4V,A1A4V__r0s14,0.1310634328358209,10.266916186532837
A1A4V,A1A4V__r0s15,0.1044776119402985,13.527590715529042
A1A4V,A1A4V__r0s16,0.15298507462686567,11.220885971446933
A1A4V,A1A4V__r0s17,0.11007462686567164,10.19036299159172
A1A4V,A1A4V__r0s18,0.0662313432835821,11.218768979087029
A1A4V,A1A4V__r0s19,0.27285447761194026,6.618826724222675
A1A4V,A1A4V__r0s2,0.061567164179104475,11.496444058541288
A1A4V,A1A4V__r0s3,0.0708955223880597,9.239442384336584
A1A4V,A1A4V__r0s4,0.14738805970149255,9.953958048577883
A1A4V,A1A4V__r0s5,0.07276119402985075,13.447964864782902
A1A4V,A1A4V__r0s6,0.13526119402985073,12.620188354792127
A1A4V,A1A4V__r0s7,0.13339552238805968,11.634336383679353
A1A4V,A1A4V__r0s8,0.09701492537313433,12.205466911921322
A1A4V,A1A4V__r0s9,0.12406716417910446,11.310201529656362
A1A4V,A1A4V__r1s0,0.7985074626865672,1.0053854255834314
A1A4V,A1A4V__r1s1,0.2607276119402985,8.180399565166013
A1A4V,A1A4V__r1s2,0.37453358208955223,6.679732402103061
A1A4V,A1A4V__r1s3,0.06949626865671642,15.361362395992114
A1A4V,A1A4V__r1s4,0.20242537313432835,9.767907734111771
A1APA,A1APA__r0s0,0.6327868852459015,3.1605929935101176
A1APA,A1APA__r0s1,0.08401639344262296,14.88314870837981
A1APA,A1APA__r0s10,0.01639344262295082,16.78638724437036
A1APA,A1APA__r0s11,0.12459016393442623,13.66446099686181
A1APA,A1APA__r0s12,0.1319672131147541,9.287688560197507
A1APA,A1APA__r0s13,0.01721311475409836,13.462413724410823
A1APA,A1APA__r0s14,0.06147540983606557,14.687470067462364
A1APA,A1APA__r0s15,0.0057377049180327875,13.840535035033113
A1APA,A1APA__r0s16,0.12950819672131147,10.614804405096626
A1APA,A1APA__r0s17,0.09549180327868853,10.16403126127063
A1APA,A1APA__r0s18,0.0860655737704918,10.596324456947276
A1APA,A1APA__r0s19,0.10614754098360656,9.839661732161483
A1APA,A1APA__r0s2,0.14508196721311475,13.251406519316896
A1APA,A1APA__r0s3,0.18934426229508194,9.754307410946906
A1APA,A1APA__r0s4,0.20901639344262296,10.791090456206177
A1APA,A1APA__r0s5,0.19262295081967212,7.560834564364966
A1APA,A1APA__r0s6,0.19672131147540983,8.50461233656308
A1APA,A1APA__r0s7,0.14754098360655737,10.171957916192152
A1APA,A1APA__r0s8,0.020491803278688523,13.953374855316087
A1APA,A1APA__r0s9,0.11598360655737705,15.44385516219554
A1APA,A1APA__r1s0,0.5872950819672131,3.191187057979177
A1APA,A1APA__r1s1,0.19467213114754098,14.28177181482538
A1APA,A1APA__r1s2,0.05327868852459017,13.2332419571346
A1APA,A1APA__r1s3,0.06967213114754098,14.620144584377838
A1APA,A1APA__r1s4,0.07459016393442622,14.920993389479182
A1ASO,A1ASO__r0s0,0.6221153846153846,2.65512284050915
A1ASO,A1ASO__r0s1,0.15913461538461537,8.32285747930348
A1ASO,A1ASO__r0s10,0.2264423076923077,8.924122485216522
A1ASO,A1ASO__r0s11,0.15432692307692308,9.04852990340692
A1ASO,A1ASO__r0s12,0.14615384615384616,10.2935135027121
A1ASO,A1ASO__r0s13,0.23221153846153847,9.040382234749552
A1ASO,A1ASO__r0s14,0.1456730769230769,11.39708994077118
A1ASO,A1ASO__r0s15,0.2745192307692308,7.028411310875725
A1ASO,A1ASO__r0s16,0.06875,13.33881153364436
A1ASO,A1ASO__r0s17,0.06971153846153846,9.026309252244909
A1ASO,A1ASO__r0s18,0.13798076923076924,7.987834264903478
A1ASO,A1ASO__r0s19,0.19230769230769232,11.499860612954452
A1ASO,A1ASO__r0s2,0.11730769230769231,10.544548642147365
A1ASO,A1ASO__r0s3,0.24759615384615385,8.980237622384733
A1ASO,A1ASO__r0s4,0.11586538461538462,14.105069639444311
A1ASO,A1ASO__r0s5,0.2567307692307692,8.8148787820233
A1ASO,A1ASO__r0s6,0.1375,8.983974775820686
A1ASO,A1ASO__r0s7,0.11394230769230769,11.886228033895447
A1ASO,A1ASO__r0s8,0.08461538461538462,11.243073192431131
A1ASO,A1ASO__r0s9,0.1668269230769231,8.36970695606696
A1ASO,A1ASO__r1s0,0.5125,3.49030372586516
A1ASO,A1ASO__r1s1,0.1923076923076923,9.582243842712487
A1ASO,A1ASO__r1s2,0.27019230769230773,7.512456647460213
A1ASO,A1ASO__r1s3,0.12163461538461537,9.609199310531631
A1ASO,A1ASO__r1s4,0.17692307692307693,10.34745203564096
A1ASP,A1ASP__r0s0,0.8171182266009852,1.7821856591600496
A1ASP,A1ASP__r0s1,0.14285714285714285,9.806575730882921
A1ASP,A1ASP__r0s10,0.20935960591133007,9.283309454339204
A1ASP,A1ASP__r0s11,0.27955665024630544,8.640562074635433
