name,tag,rank,xeng
2V0M_KLN,run5_s43,1,1.382028100615201
2V0M_KLN,run5_s43,2,1.235484031778325
2V0M_KLN,run5_s43,3,1.5905831462946927
2V0M_KLN,run5_s43,4,1.7054705618271566
3NXU_RIT,run5_s43,0,1.028530300886876
3NXU_RIT,run5_s43,1,0.9890572350673797
3NXU_RIT,run5_s43,2,0.898628933482775
3NXU_RIT,run5_s43,3,0.9330971814075424
3NXU_RIT,run5_s43,4,0.9606948257139573
3TJS_D0R,run5_s43,0,1.5072182738958215
3TJS_D0R,run5_s43,1,1.6390200314533727
3TJS_D0R,run5_s43,2,1.4681008932775113
3TJS_D0R,run5_s43,3,1.5144532363647452
3TJS_D0R,run5_s43,4,1.534927141931704
3UA1_08Y,run5_s43,0,0.89433108201592
3UA1_08Y,run5_s43,1,1.1370931387185
3UA1_08Y,run5_s43,2,1.0154537105662333
3UA1_08Y,run5_s43,3,1.0565048718287837
3UA1_08Y,run5_s43,4,1.1313618611124447
4D6Z_PK9,run5_s43,0,1.0118080227028023
4D6Z_PK9,run5_s43,1,1.035288767006726
4D6Z_PK9,run5_s43,2,0.9890240104640114
4D6Z_PK9,run5_s43,3,1.2647918062242798
4D6Z_PK9,run5_s43,4,1.7451820624489913
4D78_J9K,run5_s43,0,1.1444421981712396
4D78_J9K,run5_s43,1,1.2240112107020906
4D78_J9K,run5_s43,2,1.1822264978356458
4D78_J9K,run5_s43,3,0.886733063990883
4D78_J9K,run5_s43,4,1.2379249648931772
4D7D_PKT,run5_s43,0,1.621464197668388
4D7D_PKT,run5_s43,1,1.7213461662347629
4D7D_PKT,run5_s43,2,1.4903081622258052
4D7D_PKT,run5_s43,3,1.7603894208763349
4D7D_PKT,run5_s43,4,1.7004142896577743
4I4G_Z8Z,run5_s43,0,1.0157408124041185
4I4G_Z8Z,run5_s43,1,0.9494367168026194
4I4G_Z8Z,run5_s43,2,0.8405853024661231
4I4G_Z8Z,run5_s43,3,0.8348729012303658
4I4G_Z8Z,run5_s43,4,0.9350493231499151
