name,tag,rank,xeng
6BCZ_D7Y,run5_s43,2,1.827172927689854
6BCZ_D7Y,run5_s43,3,1.2340679347344747
6BCZ_D7Y,run5_s43,4,1.429857107074618
6BD5_D7M,run5_s43,0,1.0312458504819089
6BD5_D7M,run5_s43,1,1.2160801359958282
6BD5_D7M,run5_s43,2,1.0579634690750248
6BD5_D7M,run5_s43,3,1.0282896516317266
6BD5_D7M,run5_s43,4,1.0461810437657746
6BD6_80K,run5_s43,0,1.315775782022894
6BD6_80K,run5_s43,1,1.2803762516764117
6BD6_80K,run5_s43,2,1.215803228924928
6BD6_80K,run5_s43,3,1.2645911100886125
6BD6_80K,run5_s43,4,1.2276721498253569
6BD7_D7J,run5_s43,0,1.207201243142267
6BD7_D7J,run5_s43,1,1.243206065458774
6BD7_D7J,run5_s43,2,1.205450264925547
6BD7_D7J,run5_s43,3,1.1508500963615262
6BD7_D7J,run5_s43,4,1.0558279784797582
6BD8_D81,run5_s43,0,1.3669889106932884
6BD8_D81,run5_s43,1,1.3481983011870422
6BD8_D81,run5_s43,2,1.3096505972017385
6BD8_D81,run5_s43,3,1.348439130686107
6BD8_D81,run5_s43,4,1.3809913016259088
6BDH_DEV,run5_s43,0,0.8004594233522528
6BDH_DEV,run5_s43,1,0.8817321727482855
6BDH_DEV,run5_s43,2,0.8477402988494488
6BDH_DEV,run5_s43,3,0.757862713334948
6BDH_DEV,run5_s43,4,0.7164255929583553
6BDI_DEJ,run5_s43,0,1.231749662881411
6BDI_DEJ,run5_s43,1,1.773441074650026
6BDI_DEJ,run5_s43,2,1.2320080902756483
6BDI_DEJ,run5_s43,3,1.8680248122655616
6BDI_DEJ,run5_s43,4,1.4667411424660877
6BDK_DJ1,run5_s43,0,2.1375752843851314
6BDK_DJ1,run5_s43,1,1.5985895238640782
6BDK_DJ1,run5_s43,2,1.7285689187975937
6BDK_DJ1,run5_s43,3,2.0493964303672203
6BDK_DJ1,run5_s43,4,1.8666851748265774
6BDM_Y83,run5_s43,0,1.1166117243816716
6BDM_Y83,run5_s43,1,1.2248854832894562
6BDM_Y83,run5_s43,2,1.2351709184077013
6BDM_Y83,run5_s43,3,1.2799125023154625
6BDM_Y83,run5_s43,4,1.2821164288188172
6DA2_G0D,run5_s43,0,0.853770825913581
6DA2_G0D,run5_s43,1,0.9186686868340583
6DA2_G0D,run5_s43,2,0.8833124676516072
6DA2_G0D,run5_s43,3,0.9494593660988208
6DA2_G0D,run5_s43,4,1.0414050096626446
6DA5_G1J,run5_s43,0,1.3795242426196164
6DA5_G1J,run5_s43,1,0.8894977097502554
6DA5_G1J,run5_s43,2,0.8268126288046763
6DA5_G1J,run5_s43,3,0.9122676549683113
6DA5_G1J,run5_s43,4,0.8795392009900604
6DA8_G0J,run5_s43,0,1.4980175634623758
6DA8_G0J,run5_s43,1,1.5299745210531221
6DA8_G0J,run5_s43,2,0.9476830857974622
6DA8_G0J,run5_s43,3,1.4563960487151482
6DA8_G0J,run5_s43,4,1.3802272883266429
6DAA_G0M,run5_s43,0,1.09978487827546
6DAA_G0M,run5_s43,1,1.0690152668343105
6DAA_G0M,run5_s43,2,1.0965765144871735
6DAA_G0M,run5_s43,3,0.8958240840153509
6DAA_G0M,run5_s43,4,0.9097409760999222
6DAB_G0V,run5_s43,0,0.8037377197909108
6DAB_G0V,run5_s43,1,0.751040393227342
6DAB_G0V,run5_s43,2,0.7832783041958554
6DAB_G0V,run5_s43,3,0.8237969528353233
6DAB_G0V,run5_s43,4,0.8177855641588744
6DAC_FZV,run5_s43,0,1.0401241868907465
6DAC_FZV,run5_s43,1,0.9694052588981114
6DAC_FZV,run5_s43,2,0.8582729517404649
6DAC_FZV,run5_s43,3,0.8909159926351594
6DAC_FZV,run5_s43,4,0.9825723520099561
6OO9_MWV,run5_s43,0,1.3238095427447345
6OO9_MWV,run5_s43,1,1.2430887952639122
6OO9_MWV,run5_s43,2,1.1756774764496851
6OO9_MWV,run5_s43,3,1.3394663602710308
6OO9_MWV,run5_s43,4,1.2510818617085957
6OOA_MWY,run5_s43,0,1.380900142466478
6OOA_MWY,run5_s43,1,1.4293711652898566
6OOA_MWY,run5_s43,2,1.4916643888659507
6OOA_MWY,run5_s43,3,1.455125411371398
6OOA_MWY,run5_s43,4,1.4561393695301408
6OOB_MWS,run5_s43,0,0.8202714860970339
6OOB_MWS,run5_s43,1,1.2218332535276712
6OOB_MWS,run5_s43,2,1.107119495008562
6OOB_MWS,run5_s43,3,1.0138482332899847
6OOB_MWS,run5_s43,4,1.211861286197692
6UNE_QES,run5_s43,0,1.1016977089499531
6UNE_QES,run5_s43,1,1.7131051691504815
6UNE_QES,run5_s43,2,1.2513750046286003
6UNE_QES,run5_s43,3,1.150538162538769
6UNE_QES,run5_s43,4,1.211470012560065
6UNG_QEP,run5_s43,0,0.7441980855845035
6UNG_QEP,run5_s43,1,0.7784876865656544
6UNG_QEP,run5_s43,2,1.0263430538294223
6UNG_QEP,run5_s43,3,1.0804139422138233
6UNG_QEP,run5_s43,4,0.7404534397952375
6UNH_QEA,run5_s43,0,1.6330121076600903
6UNH_QEA,run5_s43,1,1.648412092294449
6UNH_QEA,run5_s43,2,1.9342476817263747
6UNH_QEA,run5_s43,3,1.5182407625180119
6UNH_QEA,run5_s43,4,1.6970179244054648
6UNI_QDV,run5_s43,0,1.7247962983369163
6UNI_QDV,run5_s43,1,1.558351382546886
6UNI_QDV,run5_s43,2,1.7052089709915716
6UNI_QDV,run5_s43,3,1.353712118846993
6UNI_QDV,run5_s43,4,1.532272448354423
6UNJ_QDY,run5_s43,0,0.8151054721602493
6UNJ_QDY,run5_s43,1,0.8549935118537835
6UNJ_QDY,run5_s43,2,0.7479606847968945
6UNJ_QDY,run5_s43,3,0.7968773052485093
6UNJ_QDY,run5_s43,4,0.9888100287917924
6UNK_QE4,run5_s43,0,0.932302559183998
6UNK_QE4,run5_s43,1,0.7667326938334469
6UNK_QE4,run5_s43,2,0.7004541265839137
6UNK_QE4,run5_s43,3,0.9088764896463941
6UNK_QE4,run5_s43,4,0.990601161620364
6UNL_QDJ,run5_s43,0,0.8780457138895088
6UNL_QDJ,run5_s43,1,0.9683600227792404
6UNL_QDJ,run5_s43,2,1.0239649085623634
6UNL_QDJ,run5_s43,3,0.7912188832390264
6UNL_QDJ,run5_s43,4,1.2389344636828414
6UNM_QDP,run5_s43,0,0.7805192927369775
6UNM_QDP,run5_s43,1,0.86601806565434
6UNM_QDP,run5_s43,2,0.7700127197087767
6UNM_QDP,run5_s43,3,0.7586890939535726
6UNM_QDP,run5_s43,4,0.894484148654733
7KVH_X5Y,run5_s43,0,0.6932646367529842
7KVH_X5Y,run5_s43,1,0.6689410245034054
7KVH_X5Y,run5_s43,2,0.6049113095207604
7KVH_X5Y,run5_s43,3,0.6918690621042205
7KVH_X5Y,run5_s43,4,0.5767228028133603
7KVI_X7P,run5_s43,0,0.5144163846869217
7KVI_X7P,run5_s43,1,0.5549516928001488
7KVI_X7P,run5_s43,2,0.7038792416493145
7KVI_X7P,run5_s43,3,0.7740039629647143
7KVI_X7P,run5_s43,4,0.5237296110239923
7KVJ_X7M,run5_s43,0,0.7122709077141612
7KVJ_X7M,run5_s43,1,0.6380958416717922
7KVJ_X7M,run5_s43,2,0.6709337927407761
7KVJ_X7M,run5_s43,3,0.6491444875142388
7KVJ_X7M,run5_s43,4,0.7052373012377063
7KVK_X7J,run5_s43,0,0.7449222664789811
7KVK_X7J,run5_s43,1,0.7145631435410266
7KVK_X7J,run5_s43,2,0.6284216631057211
7KVK_X7J,run5_s43,3,0.7089698006364324
7KVK_X7J,run5_s43,4,0.796430073989483
7KVM_X71,run5_s43,0,1.016791948113682
7KVM_X71,run5_s43,1,1.7396776059768921
7KVM_X71,run5_s43,2,1.0379596439940075
7KVM_X71,run5_s43,3,1.0881310830495472
7KVM_X71,run5_s43,4,1.2135260455158237
7KVN_X6V,run5_s43,0,1.5494103812526128
7KVN_X6V,run5_s43,1,1.5515647686795653
7KVN_X6V,run5_s43,2,1.51498373094594
7KVN_X6V,run5_s43,3,0.9979497397264699
7KVN_X6V,run5_s43,4,1.6679310040090083
7KVO_X6S,run5_s43,0,0.6400561375458499
7KVO_X6S,run5_s43,1,0.6541574855130796
7KVO_X6S,run5_s43,2,0.610294698106584
7KVO_X6S,run5_s43,3,0.5674378252489721
7KVO_X6S,run5_s43,4,0.628084854361811
7KVP_X6J,run5_s43,0,0.6411756447434921
7KVP_X6J,run5_s43,1,0.6700002521813215
7KVP_X6J,run5_s43,2,0.6535394197039387
7KVP_X6J,run5_s43,3,0.7595916794215589
7KVP_X6J,run5_s43,4,0.6469205668614322
7KVQ_X7D,run5_s43,0,0.7286076428400324
7KVQ_X7D,run5_s43,1,0.6001533584745528
7KVQ_X7D,run5_s43,2,0.6875396392711499
7KVQ_X7D,run5_s43,3,0.7848667107207964
7KVQ_X7D,run5_s43,4,0.8698960670189653
7KVS_X74,run5_s43,0,0.5213045192464827
7KVS_X74,run5_s43,1,0.8402047658768327
7KVS_X74,run5_s43,2,0.7178514883795142
7KVS_X74,run5_s43,3,0.7226218562364414
7KVS_X74,run5_s43,4,0.9606354856783257
7LXL_YNV,run5_s43,0,1.7903776093084627
7LXL_YNV,run5_s43,1,1.6163186219284256
7LXL_YNV,run5_s43,2,1.617742446672707
7LXL_YNV,run5_s43,3,1.676625500661182
7LXL_YNV,run5_s43,4,1.876313386353672
7UF9_NH0,run5_s43,0,1.0991655499423123
7UF9_NH0,run5_s43,1,0.9031617724874854
7UF9_NH0,run5_s43,2,1.0403569779449227
7UF9_NH0,run5_s43,3,0.8828577491328309
7UF9_NH0,run5_s43,4,1.0067389824518878
7UFA_NI6,run5_s43,0,0.7790775426729236
7UFA_NI6,run5_s43,1,0.6218795122395501
7UFA_NI6,run5_s43,2,0.6992654305089154
7UFA_NI6,run5_s43,3,0.7652248595721021
7UFA_NI6,run5_s43,4,0.8435564127626554
7UFB_NJ0,run5_s43,0,0.8598792228906227
7UFB_NJ0,run5_s43,1,0.917762661093286
7UFB_NJ0,run5_s43,2,1.0015154767967929
7UFB_NJ0,run5_s43,3,0.9731960188790191
7UFB_NJ0,run5_s43,4,0.9718221676042055
7UFC_NJO,run5_s43,0,0.8720710276320416
7UFC_NJO,run5_s43,1,0.9261483399416436
7UFC_NJO,run5_s43,2,0.8808687498655756
7UFC_NJO,run5_s43,3,0.8995312277645146
7UFC_NJO,run5_s43,4,0.9440761080854446
7UFD_T0K,run5_s43,0,0.6115905562864893
7UFD_T0K,run5_s43,1,0.9227398373275816
7UFD_T0K,run5_s43,2,0.7247457983007726
7UFD_T0K,run5_s43,3,0.7476978916113767
7UFD_T0K,run5_s43,4,0.7738959750535964
7UFE_NXR,run5_s43,0,0.8393390425569637
7UFE_NXR,run5_s43,1,0.7740046970711448
7UFE_NXR,run5_s43,2,0.7844525719985269
7UFE_NXR,run5_s43,3,0.8488672051384615
7UFE_NXR,run5_s43,4,0.9025515498646681
7UFF_NYF,run5_s43,0,0.7418693609143591
7UFF_NYF,run5_s43,1,0.6949054583899046
7UFF_NYF,run5_s43,2,0.7867193131761798
7UFF_NYF,run5_s43,3,0.7845417503918374
7UFF_NYF,run5_s43,4,0.9111142943361009
8SO1_CFF,run5_s43,0,0.6685767651211844
8SO1_CFF,run5_s43,1,0.5069027286459448
8SO1_CFF,run5_s43,2,0.6658646793426165
8SO1_CFF,run5_s43,3,0.6448054084568037
8SO1_CFF,run5_s43,4,0.6450241147360659
8SPD_CL6,run5_s43,0,0.473108239679579
8SPD_CL6,run5_s43,1,0.42941621630059656
8SPD_CL6,run5_s43,2,0.5882677602524888
8SPD_CL6,run5_s43,3,0.42592345028357653
8SPD_CL6,run5_s43,4,0.5195458811607355
9BBB_A1APA,run5_s43,0,0.9214915469029732
9BBB_A1APA,run5_s43,1,1.1623213196769009
9BBB_A1APA,run5_s43,2,1.1079483021693206
9BBB_A1APA,run5_s43,3,1.1026675523361351
9BBB_A1APA,run5_s43,4,1.0321040465021094
9BV5_A1ASV,run5_s43,0,0.7311236810591494
9BV5_A1ASV,run5_s43,1,1.3974281692856003
9BV5_A1ASV,run5_s43,2,0.6083276453807492
9BV5_A1ASV,run5_s43,3,0.7353008868938692
9BV5_A1ASV,run5_s43,4,1.6728892020327348
9BV6_A1ASU,run5_s43,0,0.9296556771222614
9BV6_A1ASU,run5_s43,1,0.7102173613736138
9BV6_A1ASU,run5_s43,2,0.8767899234735733
9BV6_A1ASU,run5_s43,3,0.705264282122972
9BV6_A1ASU,run5_s43,4,1.238189499823701
9BV6_PG0,run5_s43,0,2.982955933334688
9BV6_PG0,run5_s43,1,2.83144626414755
9BV6_PG0,run5_s43,2,2.8819182787779236
9BV6_PG0,run5_s43,3,2.746936868520234
9BV6_PG0,run5_s43,4,2.93556117677066
9BV7_A1AST,run5_s43,0,1.1967908766800164
9BV7_A1AST,run5_s43,1,1.320089543925916
9BV7_A1AST,run5_s43,2,1.2258688171545198
9BV7_A1AST,run5_s43,3,1.1991256944817927
9BV7_A1AST,run5_s43,4,1.2042048546482464
9BV8_A1ASS,run5_s43,0,0.7752459573555482
9BV8_A1ASS,run5_s43,1,0.7131173641820474
9BV8_A1ASS,run5_s43,2,0.641443370926927
9BV8_A1ASS,run5_s43,3,0.7071397991064226
9BV8_A1ASS,run5_s43,4,0.752635379021238
9BV9_A1ASR,run5_s43,0,2.079829063844222
9BV9_A1ASR,run5_s43,1,1.215952320345443
9BV9_A1ASR,run5_s43,2,1.5489304382638172
9BV9_A1ASR,run5_s43,3,1.8120392901448905
9BV9_A1ASR,run5_s43,4,1.6564755061386631
9BVA_A1ASQ,run5_s43,0,1.1494327745255604
9BVA_A1ASQ,run5_s43,1,1.173232664648122
9BVA_A1ASQ,run5_s43,2,1.2236207030210697
9BVA_A1ASQ,run5_s43,3,1.4127418674384358
9BVA_A1ASQ,run5_s43,4,1.2434874956537858
9BVB_A1ASP,run5_s43,0,1.041349211703124
9BVB_A1ASP,run5_s43,1,1.120437421043697
9BVB_A1ASP,run5_s43,2,1.324614650879775
9BVB_A1ASP,run5_s43,3,1.1574624865579328
9BVB_A1ASP,run5_s43,4,1.2842181064320388
9BVC_A1ASO,run5_s43,0,1.0962270188091023
9BVC_A1ASO,run5_s43,1,1.142328990858141
9BVC_A1ASO,run5_s43,2,0.9379197486203246
9BVC_A1ASO,run5_s43,3,1.088489574545432
9BVC_A1ASO,run5_s43,4,1.0748200275068476
9COR_A1A07,run5_s43,0,1.4428442089962608
9COR_A1A07,run5_s43,1,1.1168606210994971
9COR_A1A07,run5_s43,2,1.4264089924467833
9COR_A1A07,run5_s43,3,1.2865965541318174
9COR_A1A07,run5_s43,4,1.2697048754465514
9COS_A1A06,run5_s43,0,0.8695822535202642
9COS_A1A06,run5_s43,1,0.97275147120782
9COS_A1A06,run5_s43,2,0.668642660552034
9COS_A1A06,run5_s43,3,0.8875178321756153
9COS_A1A06,run5_s43,4,0.7936981098951997
9COT_A1A08,run5_s43,0,0.8024669114298799
9COT_A1A08,run5_s43,1,0.811642830250162
9COT_A1A08,run5_s43,2,0.8005040566889472
9COT_A1A08,run5_s43,3,0.867368875210697
9COT_A1A08,run5_s43,4,0.8601037903619869
9COU_A1A4U,run5_s43,0,1.2152687310521875
9COU_A1A4U,run5_s43,1,1.0144428704056605
9COU_A1A4U,run5_s43,2,1.2593462334080177
9COU_A1A4U,run5_s43,3,1.1721754779873215
9COU_A1A4U,run5_s43,4,0.8702451335846068
9COV_A1A4S,run5_s43,0,1.2363256823674054
9COV_A1A4S,run5_s43,1,0.9978099446483896
9COV_A1A4S,run5_s43,2,1.7238724161929757
9COV_A1A4S,run5_s43,3,1.8295291998964582
9COV_A1A4S,run5_s43,4,1.21729074810286
9COW_A1A4V,run5_s43,0,0.7760920574828016
9COW_A1A4V,run5_s43,1,1.0514673572527744
9COW_A1A4V,run5_s43,2,1.0177905253653559
9COW_A1A4V,run5_s43,3,1.0878570038747577
9COW_A1A4V,run5_s43,4,0.803350002300795
9COX_A1A4K,run5_s43,0,1.5644842616076011
9COX_A1A4K,run5_s43,1,1.188292388297248
9COX_A1A4K,run5_s43,2,1.1244487237653036
9COX_A1A4K,run5_s43,3,0.9767999747408653
9COX_A1A4K,run5_s43,4,0.9049538230062951
9COY_A1A4T,run5_s43,0,1.7387638789871738
9COY_A1A4T,run5_s43,1,1.6447604143167038
9COY_A1A4T,run5_s43,2,1.7109330127405362
9COY_A1A4T,run5_s43,3,1.9212837608710716
9COY_A1A4T,run5_s43,4,1.7504714199627256
9MS1_A1BNX,run5_s43,0,1.0129302148131263
9MS1_A1BNX,run5_s43,1,0.8968964095774198
9MS1_A1BNX,run5_s43,2,0.9306104411782721
9MS1_A1BNX,run5_s43,3,0.9681896211342155
9MS1_A1BNX,run5_s43,4,1.695052972938743
9PLJ_TCI,run5_s43,0,1.3714584204987992
9PLJ_TCI,run5_s43,1,1.6030344305730078
9PLJ_TCI,run5_s43,2,1.7054661011144059
9PLJ_TCI,run5_s43,3,1.4650884627278054
9PLJ_TCI,run5_s43,4,2.230467495294569
9PLK_A1CIW,run5_s43,0,1.8678728100050537
9PLK_A1CIW,run5_s43,1,1.7052734359177442
9PLK_A1CIW,run5_s43,2,2.079434819478505
9PLK_A1CIW,run5_s43,3,2.318162055760154
9PLK_A1CIW,run5_s43,4,1.7840413750960984
9YK4_PG4,run5_s43,0,3.489697331917284
9YK4_PG4,run5_s43,1,3.387132630012215
9YK4_PG4,run5_s43,2,3.399122506807779
9YK4_PG4,run5_s43,3,3.5191890158516226
9YK4_PG4,run5_s43,4,23.278849256829748
1W0G_MYT,run5_s44,0,1.1494980296330244
1W0G_MYT,run5_s44,1,1.1288247230873674
1W0G_MYT,run5_s44,2,0.9403648106839004
1W0G_MYT,run5_s44,3,0.9447488287182502
1W0G_MYT,run5_s44,4,1.26664940570072
2J0D_ERY,run5_s44,0,1.761413344374972
2J0D_ERY,run5_s44,1,1.1004340432978497
2J0D_ERY,run5_s44,2,1.2332779390852893
2J0D_ERY,run5_s44,3,1.21157748364905
2J0D_ERY,run5_s44,4,1.203544337017832
2V0M_KLN,run5_s44,0,1.5113629243516808
2V0M_KLN,run5_s44,1,1.5624299079918518
2V0M_KLN,run5_s44,2,1.6737378319593377
2V0M_KLN,run5_s44,3,1.6956804295267816
2V0M_KLN,run5_s44,4,1.5494520046470195
3NXU_RIT,run5_s44,0,1.0330658248245916
3NXU_RIT,run5_s44,1,1.0151634596376817
3NXU_RIT,run5_s44,2,1.0550856300697005
3NXU_RIT,run5_s44,3,0.9447400469002307
3NXU_RIT,run5_s44,4,0.7921238371375449
3TJS_D0R,run5_s44,0,1.6823483843521405
3TJS_D0R,run5_s44,1,1.4425344776013682
3TJS_D0R,run5_s44,2,1.5798515699068731
3TJS_D0R,run5_s44,3,1.4571619724910903
3TJS_D0R,run5_s44,4,1.6616279435564156
3UA1_08Y,run5_s44,0,1.018690918485693
3UA1_08Y,run5_s44,1,1.0182384089877563
3UA1_08Y,run5_s44,2,1.0075360117329244
3UA1_08Y,run5_s44,3,1.234045953848108
3UA1_08Y,run5_s44,4,1.0503368762092231
4D6Z_PK9,run5_s44,0,0.9022448775954379
4D6Z_PK9,run5_s44,1,1.0707762258704854
4D6Z_PK9,run5_s44,2,1.5250621119620305
4D6Z_PK9,run5_s44,3,1.1505212971944627
4D6Z_PK9,run5_s44,4,1.0791396321977804
4D78_J9K,run5_s44,0,1.2856467538979246
4D78_J9K,run5_s44,1,0.8290097259950366
4D78_J9K,run5_s44,2,1.3165087881854025
4D78_J9K,run5_s44,3,0.9111596788116996
4D78_J9K,run5_s44,4,1.008602326621414
4D7D_PKT,run5_s44,0,1.4776863523940185
4D7D_PKT,run5_s44,1,1.6743208254410884
4D7D_PKT,run5_s44,2,1.847469263296631
4D7D_PKT,run5_s44,3,1.6041691302470333
4D7D_PKT,run5_s44,4,1.7301440247483828
4I4G_Z8Z,run5_s44,0,0.9392593352616165
4I4G_Z8Z,run5_s44,1,1.0939586803657924
4I4G_Z8Z,run5_s44,2,0.903902924928734
4I4G_Z8Z,run5_s44,3,1.0007377834751672
4I4G_Z8Z,run5_s44,4,0.7932625712358108
4I4H_Z9Z,run5_s44,0,0.9993407711949683
4I4H_Z9Z,run5_s44,1,0.9823928417132043
4I4H_Z9Z,run5_s44,2,1.0532969905400287
4I4H_Z9Z,run5_s44,3,0.9697736921823435
4I4H_Z9Z,run5_s44,4,0.9586079504300293
4K9T_1RD,run5_s44,0,1.059878785862137
4K9T_1RD,run5_s44,1,0.8618420941932312
4K9T_1RD,run5_s44,2,1.1485041190952059
4K9T_1RD,run5_s44,3,1.2509717151246784
4K9T_1RD,run5_s44,4,1.5324063819791731
4K9U_5AW,run5_s44,0,1.3650380476907065
4K9U_5AW,run5_s44,1,1.2851893815300441
4K9U_5AW,run5_s44,2,1.4343119698773008
4K9U_5AW,run5_s44,3,1.312618631523444
4K9U_5AW,run5_s44,4,1.4953033138744674
4K9V_6AW,run5_s44,0,0.8003424358986376
4K9V_6AW,run5_s44,1,0.7257184195431821
4K9V_6AW,run5_s44,2,1.020310034587034
4K9V_6AW,run5_s44,3,1.0095647444243827
4K9V_6AW,run5_s44,4,0.8697931200906298
4K9W_7AW,run5_s44,0,1.0629046338926307
4K9W_7AW,run5_s44,1,1.0615742231289163
4K9W_7AW,run5_s44,2,1.2588029021515255
4K9W_7AW,run5_s44,3,1.318926620571246
4K9W_7AW,run5_s44,4,1.1363048599295444
4K9X_8AW,run5_s44,0,0.8163085690888953
4K9X_8AW,run5_s44,1,0.7325776666056173
4K9X_8AW,run5_s44,2,0.7240100322601639
4K9X_8AW,run5_s44,3,0.7967794248279425
4K9X_8AW,run5_s44,4,0.7990470600083388
4NY4_2QH,run5_s44,0,0.8221908349801659
4NY4_2QH,run5_s44,1,0.7607006889280512
4NY4_2QH,run5_s44,2,0.7833479948870455
4NY4_2QH,run5_s44,3,1.0079977424818305
4NY4_2QH,run5_s44,4,0.7429620240041762
5G5J_MF8,run5_s44,0,1.7719497573829948
5G5J_MF8,run5_s44,1,1.9207223854502684
5G5J_MF8,run5_s44,2,1.6010230867541393
5G5J_MF8,run5_s44,3,1.8235480190610274
5G5J_MF8,run5_s44,4,2.2286676437285764
5TE8_08J,run5_s44,0,1.5390007437765654
5TE8_08J,run5_s44,1,1.8016392110432702
5TE8_08J,run5_s44,2,2.1086981751811313
5TE8_08J,run5_s44,3,2.1568214472011586
5TE8_08J,run5_s44,4,1.9677729193435125
6BCZ_D7Y,run5_s44,0,0.9800085152837065
6BCZ_D7Y,run5_s44,1,1.272322126293767
6BCZ_D7Y,run5_s44,2,1.1479629682580377
6BCZ_D7Y,run5_s44,3,1.0681461317289758
6BCZ_D7Y,run5_s44,4,1.3615396143492908
6BD5_D7M,run5_s44,0,1.0939313521950986
6BD5_D7M,run5_s44,1,1.042142783582694
6BD5_D7M,run5_s44,2,1.0147255265841049
6BD5_D7M,run5_s44,3,1.0297513190966032
6BD5_D7M,run5_s44,4,1.1897755039715858
6BD6_80K,run5_s44,0,1.2500021460082475
6BD6_80K,run5_s44,1,1.1450757470219035
6BD6_80K,run5_s44,2,1.2971995418080227
6BD6_80K,run5_s44,3,1.2080196861167338
6BD6_80K,run5_s44,4,1.3050587813812113
6BD7_D7J,run5_s44,0,1.2862583998939154
6BD7_D7J,run5_s44,1,1.212475791833911
6BD7_D7J,run5_s44,2,1.1064579808016026
6BD7_D7J,run5_s44,3,1.163449233853393
6BD7_D7J,run5_s44,4,1.340793796798273
6BD8_D81,run5_s44,0,1.4215044959750567
6BD8_D81,run5_s44,1,1.1999913108375433
6BD8_D81,run5_s44,2,1.2789524273814108
6BD8_D81,run5_s44,3,1.4900379470254628
6BD8_D81,run5_s44,4,1.1728200033060951
6BDH_DEV,run5_s44,0,0.8503338787003989
6BDH_DEV,run5_s44,1,0.7854566330200589
6BDH_DEV,run5_s44,2,0.8483141270566544
6BDH_DEV,run5_s44,3,0.8228087743275798
6BDH_DEV,run5_s44,4,0.7963512436126015
6BDI_DEJ,run5_s44,0,1.8123350349311604
6BDI_DEJ,run5_s44,1,1.4552259764007591
6BDI_DEJ,run5_s44,2,1.282835339130124
6BDI_DEJ,run5_s44,3,1.3724230679842162
6BDI_DEJ,run5_s44,4,1.230990414778536
6BDK_DJ1,run5_s44,0,1.3981025926878508
6BDK_DJ1,run5_s44,1,1.9991069113133806
6BDK_DJ1,run5_s44,2,1.863940850833574
6BDK_DJ1,run5_s44,3,1.6366365646528012
6BDK_DJ1,run5_s44,4,1.9165677577253832
6BDM_Y83,run5_s44,0,1.2383756761971243
6BDM_Y83,run5_s44,1,1.8669113245502376
6BDM_Y83,run5_s44,2,1.2154966538030256
6BDM_Y83,run5_s44,3,1.4123070764422696
6BDM_Y83,run5_s44,4,1.2552403344332896
6DA2_G0D,run5_s44,0,1.028162693022321
6DA2_G0D,run5_s44,1,0.8433545760815883
6DA2_G0D,run5_s44,2,0.8597833320273958
6DA2_G0D,run5_s44,3,0.8706788855889548
6DA2_G0D,run5_s44,4,0.9336981629860883
6DA5_G1J,run5_s44,0,0.8259648557005084
6DA5_G1J,run5_s44,1,0.9175485795119045
6DA5_G1J,run5_s44,2,0.8805415238174111
6DA5_G1J,run5_s44,3,0.8515046375587846
6DA5_G1J,run5_s44,4,1.0227208916841055
6DA8_G0J,run5_s44,0,1.368002385803191
6DA8_G0J,run5_s44,1,0.9664219443851265
6DA8_G0J,run5_s44,2,1.4787384795857288
6DA8_G0J,run5_s44,3,0.994794040880931
6DA8_G0J,run5_s44,4,0.9633243016494415
6DAA_G0M,run5_s44,0,0.924546136717436
6DAA_G0M,run5_s44,1,1.002514950879636
6DAA_G0M,run5_s44,2,1.0357462883624478
6DAA_G0M,run5_s44,3,1.011287814030151
6DAA_G0M,run5_s44,4,1.025667447277093
6DAB_G0V,run5_s44,0,1.041545821024143
6DAB_G0V,run5_s44,1,0.8956798483761449
6DAB_G0V,run5_s44,2,0.7164611304122287
6DAB_G0V,run5_s44,3,0.7902206348842479
6DAB_G0V,run5_s44,4,0.7919590561786546
6DAC_FZV,run5_s44,0,1.0830263056075626
6DAC_FZV,run5_s44,1,1.0834351473400525
6DAC_FZV,run5_s44,2,0.9211428213843157
6DAC_FZV,run5_s44,3,0.9918569194967168
6DAC_FZV,run5_s44,4,1.0274414020686498
6OO9_MWV,run5_s44,0,1.2393962666541338
6OO9_MWV,run5_s44,1,1.3500347254087774
6OO9_MWV,run5_s44,2,1.2512776716522704
6OO9_MWV,run5_s44,3,1.1653204673947393
6OO9_MWV,run5_s44,4,1.2786847915035
6OOA_MWY,run5_s44,0,1.3385904506525237
6OOA_MWY,run5_s44,1,1.3301489561035917
6OOA_MWY,run5_s44,2,1.5383070214648722
6OOA_MWY,run5_s44,3,1.429874010898635
6OOA_MWY,run5_s44,4,1.5711228220344542
6OOB_MWS,run5_s44,0,1.1822136183615404
6OOB_MWS,run5_s44,1,1.0677507420336525
6OOB_MWS,run5_s44,2,1.6201118717130658
6OOB_MWS,run5_s44,3,2.1600139038933
6OOB_MWS,run5_s44,4,2.325730329562447
6UNE_QES,run5_s44,0,1.1678560436723238
6UNE_QES,run5_s44,1,1.085934554571623
6UNE_QES,run5_s44,2,1.1270616146743906
6UNE_QES,run5_s44,3,1.6815615671764015
6UNE_QES,run5_s44,4,1.1498157035730534
6UNG_QEP,run5_s44,0,1.4283651706022702
6UNG_QEP,run5_s44,1,0.7299124379281605
6UNG_QEP,run5_s44,2,0.740775355609812
6UNG_QEP,run5_s44,3,0.8383850416982112
6UNG_QEP,run5_s44,4,1.2970102425890095
6UNH_QEA,run5_s44,0,1.5306447343461478
6UNH_QEA,run5_s44,1,1.0227659795713595
